scheme,exp,seed,num_jobs,decision_steps,total_reward,mean_jct,median_jct,p95_jct,reward_implied_mean_jct,makespan,elapsed_seconds
dynamic_partition,0,10000000,11,181,-3.464149999999999,31492.272727272728,23630.0,67305.0,31492.27272727272,374356.0,0.12906908988952637
learn,0,10000000,11,257,-3.9548400000000012,35953.09090909091,28568.0,69957.0,35953.09090909092,368234.0,3.6102726459503174
