key,seed_index,deep_rm_mean_slowdown,comparator_mean_slowdown,delta
deeprm:p1_lag:Tetris*:10,6,62.630711038961046,256.237987012987,193.60727597402595
deeprm:p1_lag:Tetris*:10,7,71.50035464535463,269.12845854145854,197.6281038961039
deeprm:p1_lag:Tetris*:10,8,56.34833208458209,247.51369072594073,191.16535864135864
deeprm:p1_lag:Tetris*:10,9,96.09868648018647,283.46361513486517,187.3649286546787
deeprm:p1_lag:Tetris*:10,10,63.15842299367299,233.98585214785214,170.82742915417916
deeprm:p1_lag:Tetris*:10,11,37.15245837495837,228.9969248251748,191.84446645021643
deeprm:p1_lag:Tetris*:10,12,68.77563886113886,239.70572918747916,170.9300903263403
deeprm:p1_lag:Tetris*:10,13,88.71252106227107,319.67033308358316,230.9578120213121
deeprm:p1_lag:Tetris*:10,14,58.829564435564436,318.2220661005661,259.39250166500165
deeprm:p1_lag:Tetris*:10,15,77.48628021978021,305.02415542790544,227.53787520812523
deeprm:p1_lag:Tetris*:10,16,81.27277522477522,263.20661163836166,181.93383641358645
deeprm:p1_lag:Tetris*:10,17,76.14306743256743,235.80744530469528,159.66437787212783
deeprm:p1_lag:Tetris*:10,18,94.023006993007,300.2766022311023,206.25359523809527
deeprm:p1_lag:Tetris*:10,19,89.25040634365634,248.81166025641025,159.5612539127539
deeprm:p1_lag:Tetris*:10,20,97.79251923076923,294.8216132201132,197.02909398934395
deeprm:p1_lag:Tetris*:10,21,52.271373626373624,263.37032001332,211.09894638694638
deeprm:p1_lag:Tetris*:10,22,105.04653546453545,304.50176973026976,199.4552342657343
deeprm:p1_lag:Tetris*:10,23,74.87511388611388,261.02371103896104,186.14859715284717
deeprm:p1_lag:Tetris*:10,24,69.98777614052614,305.33975715950714,235.351981018981
deeprm:p1_lag:Tetris*:10,25,59.90538361638362,258.9545649350649,199.0491813186813
deeprm:p1_lag:Tetris*:10,26,40.84814801864802,253.3200377122877,212.4718896936397
deeprm:p1_lag:Tetris*:10,27,76.53886871461872,325.34272552447555,248.80385680985682
deeprm:p1_lag:Tetris*:10,28,75.01482600732601,294.8602992007992,219.8454731934732
deeprm:p1_lag:Tetris*:10,29,80.38358966033965,218.30359723609723,137.92000757575758
deeprm:p1_lag:SJF:10,0,70.78734357309358,265.69842182817183,194.91107825507825
deeprm:p1_lag:SJF:10,1,86.33482634032634,308.9063379120879,222.57151157176156
deeprm:p1_lag:SJF:10,2,76.47637978687979,301.2075018315018,224.73112204462203
deeprm:p1_lag:SJF:10,3,88.77139085914087,306.27767915417917,217.5062882950383
deeprm:p1_lag:SJF:10,4,55.201189976689975,300.1613812853813,244.96019130869132
deeprm:p1_lag:SJF:10,5,85.82103263403263,304.0540749250749,218.23304229104224
deeprm:p1_lag:SJF:10,6,62.630711038961046,283.431595987346,220.80088494838495
deeprm:p1_lag:SJF:10,7,71.50035464535463,296.9521491841492,225.4517945387946
deeprm:p1_lag:SJF:10,8,56.34833208458209,292.19073942723946,235.84240734265737
deeprm:p1_lag:SJF:10,9,96.09868648018647,309.1715587745588,213.0728722943723
deeprm:p1_lag:SJF:10,10,63.15842299367299,305.0654345654346,241.90701157176161
deeprm:p1_lag:SJF:10,11,37.15245837495837,282.30357276057276,245.1511143856144
deeprm:p1_lag:SJF:10,12,68.77563886113886,287.69086455211453,218.91522569097566
deeprm:p1_lag:SJF:10,13,88.71252106227107,337.4479056776556,248.73538461538456
deeprm:p1_lag:SJF:10,14,58.829564435564436,310.0637471694972,251.23418273393278
deeprm:p1_lag:SJF:10,15,77.48628021978021,321.4563967698968,243.9701165501166
deeprm:p1_lag:SJF:10,16,81.27277522477522,315.56258133533134,234.28980611055613
deeprm:p1_lag:SJF:10,17,76.14306743256743,274.7743031968032,198.63123576423578
deeprm:p1_lag:SJF:10,18,94.023006993007,341.0569367299367,247.03392973692968
deeprm:p1_lag:SJF:10,19,89.25040634365634,317.47986996336994,228.2294636197136
deeprm:p1_lag:SJF:10,20,97.79251923076923,325.31507151182154,227.5225522810523
deeprm:p1_lag:SJF:10,21,52.271373626373624,279.4967288544789,227.22535522810526
deeprm:p1_lag:SJF:10,22,105.04653546453545,360.56591000666,255.51937454212452
deeprm:p1_lag:SJF:10,23,74.87511388611388,315.4682911255411,240.59317723942723
deeprm:p1_lag:SJF:10,24,69.98777614052614,289.66744172494174,219.6796655844156
deeprm:p1_lag:SJF:10,25,59.90538361638362,278.58497952047946,218.67959590409583
deeprm:p1_lag:SJF:10,26,40.84814801864802,279.287768981019,238.43962096237095
deeprm:p1_lag:SJF:10,27,76.53886871461872,320.85321711621714,244.3143484015984
deeprm:p1_lag:SJF:10,28,75.01482600732601,351.6129807692308,276.59815476190477
deeprm:p1_lag:SJF:10,29,80.38358966033965,342.12329653679654,261.7397068764569
deeprm:p1_lag:Tetris*:20,0,131.34808266733268,447.6098124375624,316.26172977022975
deeprm:p1_lag:Tetris*:20,1,128.4700034132534,427.97205860805866,299.5020551948053
deeprm:p1_lag:Tetris*:20,2,144.97661813186812,401.00518931068933,256.0285711788212
deeprm:p1_lag:Tetris*:20,3,126.43795687645688,372.13975174825174,245.70179487179485
