cell,seed_index,offset,rossi_total_cost,hpa_v2_total_cost,delta_hpa_v2_minus_rossi,rossi_sla_violation_rate,hpa_v2_sla_violation_rate,rossi_action_churn,hpa_v2_action_churn,rossi_mean_replicas,hpa_v2_mean_replicas,rossi_replica_std,hpa_v2_replica_std
p2,13,184046,209.8829,186.71400000000006,-23.16889999999995,0.0324585520286595,0.00024993751562109475,nan,41,nan,5.160209947513121,nan,0.8466977805735145
p2,14,192048,210.01300000000003,187.65900000000002,-22.354000000000013,0.0324585520286595,0.00024993751562109475,nan,37,nan,5.186453386653337,nan,0.8783698309932741
p2,15,224056,259.8589,186.53400000000005,-73.32489999999996,0.0324585520286595,0.00024993751562109475,nan,43,nan,5.1552111972007,nan,0.9332393732063954
p2,16,240060,221.0752,166.19400000000002,-54.88119999999998,0.0324585520286595,0.00024993751562109475,nan,43,nan,4.590352411897026,nan,0.9432255733143943
p2,17,248062,245.59840000000003,158.54399999999998,-87.05440000000004,0.0324585520286595,0.0,nan,27,nan,4.402899275181205,nan,0.8145340543344747
p2,18,256064,215.09799999999998,172.04400000000004,-43.053999999999945,0.0324585520286595,0.00024993751562109475,nan,35,nan,4.752811797050738,nan,1.0612969089932067
p2,19,260065,210.40509999999998,154.494,-55.911099999999976,0.0324585520286595,0.00024993751562109475,nan,39,nan,4.265433641589603,nan,0.9462048098970922
p2,20,276069,235.3126,179.01900000000003,-56.29359999999997,0.0324585520286595,0.00024993751562109475,nan,41,nan,4.946513371657086,nan,1.036035772960056
p2,21,348087,196.62009999999998,142.11899999999997,-54.50110000000001,0.0324585520286595,0.00024993751562109475,nan,25,nan,3.9217695576105975,nan,0.8387208145335647
p2,22,380095,173.05129999999997,160.25400000000002,-12.79729999999995,0.0324585520286595,0.00024993751562109475,nan,39,nan,4.425393651587103,nan,0.9910849806600668
p2,23,392098,225.1208,171.68400000000003,-53.43679999999998,0.0324585520286595,0.00024993751562109475,nan,29,nan,4.742814296425894,nan,0.8682744396962886
p2,24,396099,275.64919999999995,177.21900000000002,-98.43019999999993,0.0324585520286595,0.00024993751562109475,nan,32,nan,4.8965258685328665,nan,1.2136400606621145
p2,25,432108,245.8986,159.714,-86.18459999999999,0.0324585520286595,0.0,nan,34,nan,4.435391152211947,nan,1.0670531863904678
p2,26,436109,222.99669999999998,181.449,-41.54769999999996,0.0324585520286595,0.00024993751562109475,nan,27,nan,5.013996500874781,nan,0.7322363050860915
p2,27,456114,210.7807,185.90400000000002,-24.87669999999997,0.0324585520286595,0.00024993751562109475,nan,41,nan,5.137715571107223,nan,0.9184600088642997
p2,28,492123,214.9373,165.78900000000004,-49.14829999999995,0.0324585520286595,0.00024993751562109475,nan,43,nan,4.579105223694077,nan,1.1742906622873754
p2,29,512128,152.7912,130.014,-22.777199999999993,0.0324585520286595,0.00024993751562109475,nan,31,nan,3.585603599100225,nan,0.9132492462524117
p3,0,12003,200.841,186.399,-14.442000000000007,0.03264183954011497,0.00024993751562109475,nan,33,nan,5.151462134466383,nan,0.8607370501848708
p3,1,28007,198.86919999999998,161.154,-37.71519999999998,0.03264183954011497,0.00024993751562109475,nan,33,nan,4.450387403149213,nan,1.035776166367317
p3,2,36009,214.29749999999996,173.889,-40.40849999999995,0.03264183954011497,0.00024993751562109475,nan,33,nan,4.804048987753061,nan,0.9221610522831752
p3,3,56014,190.3555,151.74900000000002,-38.60649999999998,0.03264183954011497,0.00024993751562109475,nan,37,nan,4.189202699325168,nan,1.329850090738333
p3,4,60015,202.20189999999997,183.87900000000002,-18.322899999999947,0.03264183954011497,0.00024993751562109475,nan,49,nan,5.081479630092477,nan,1.001053886125383
p3,5,76019,214.41939999999997,181.98900000000003,-32.430399999999935,0.03264183954011497,0.00024993751562109475,nan,37,nan,5.028992751812047,nan,0.9181222538851681
p3,6,84021,237.90949999999998,201.474,-36.43549999999999,0.03264183954011497,0.00024993751562109475,nan,31,nan,5.570107473131717,nan,1.067642846711673
p3,7,96024,220.6605,181.98900000000003,-38.67149999999998,0.03264183954011497,0.00024993751562109475,nan,37,nan,5.028992751812047,nan,0.9926796346169316
p3,8,116029,217.18059999999997,172.80900000000003,-44.371599999999944,0.03264183954011497,0.00024993751562109475,nan,33,nan,4.77405648587853,nan,1.0874930370039912
p3,9,120030,222.3455,182.34900000000002,-39.99649999999997,0.03264183954011497,0.00024993751562109475,nan,39,nan,5.038990252436891,nan,0.9860204465804411
p3,10,148037,209.62449999999998,174.834,-34.79049999999998,0.03264183954011497,0.00024993751562109475,nan,41,nan,4.830292426893276,nan,0.9880273730735641
p3,11,152038,233.73909999999995,187.25400000000002,-46.48509999999993,0.03264183954011497,0.00024993751562109475,nan,45,nan,5.175206198450387,nan,0.924300563041514
