hpa_total_cost,hpa_sla_violation_rate,hpa_action_churn,hpa_mean_replicas,hpa_replica_std,hpa_replica_min,hpa_replica_max,config_key,config_label,target_utilization,scale_down_stabilization_seconds,cell,cell_label,seed_index,offset,rossi_total_cost,delta_hpa_minus_rossi
214.43400000000003,0.00024993751562109475,41.0,5.930017495626093,1.1455449167993044,1.0,8.0,target_40_down_300,"target=40%, down=300s",0.4,300,p3,P3 bucket-flip epsilon=0.05,23,392098,210.4859,3.9481000000000392
216.50400000000002,0.0,36.0,6.012496875781054,1.5088984708733342,1.0,8.0,target_40_down_300,"target=40%, down=300s",0.4,300,p3,P3 bucket-flip epsilon=0.05,24,396099,237.5504,-21.046399999999977
201.24900000000002,0.0,46.0,5.588852786803299,1.4112646072317376,1.0,7.0,target_40_down_300,"target=40%, down=300s",0.4,300,p3,P3 bucket-flip epsilon=0.05,25,432108,243.09390000000002,-41.844899999999996
229.86899999999997,0.00024993751562109475,41.0,6.358660334916271,1.0699506559871002,1.0,8.0,target_40_down_300,"target=40%, down=300s",0.4,300,p3,P3 bucket-flip epsilon=0.05,26,436109,202.13129999999998,27.73769999999999
235.674,0.00024993751562109475,49.0,6.519870032491877,1.3169031948469387,1.0,8.0,target_40_down_300,"target=40%, down=300s",0.4,300,p3,P3 bucket-flip epsilon=0.05,27,456114,214.68049999999997,20.99350000000004
203.274,0.00024993751562109475,41.0,5.6200949762559365,1.1780446272070226,1.0,7.0,target_40_down_300,"target=40%, down=300s",0.4,300,p3,P3 bucket-flip epsilon=0.05,28,492123,203.618,-0.3439999999999941
160.34400000000002,0.00024993751562109475,43.0,4.427893026743314,1.087458570713435,1.0,6.0,target_40_down_300,"target=40%, down=300s",0.4,300,p3,P3 bucket-flip epsilon=0.05,29,512128,158.1235,2.2205000000000155
144.909,0.00024993751562109475,69.0,3.9992501874531365,1.4367440201009245,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,0,12003,218.3743,-73.46530000000001
121.149,0.00024993751562109475,73.0,3.3394151462134465,1.459532801570701,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,1,28007,193.74349999999998,-72.59449999999998
135.819,0.00024993751562109475,87.0,3.746813296675831,1.5394927599354538,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,2,36009,201.1453,-65.3263
117.63900000000001,0.00024993751562109475,71.0,3.24193951512122,1.5650361985478078,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,3,56014,199.1798,-81.54079999999999
138.96900000000002,0.00024993751562109475,95.0,3.834291427143214,1.6602995679651131,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,4,60015,216.89069999999998,-77.92169999999996
141.80400000000003,0.00024993751562109475,89.0,3.913021744563859,1.610212624345976,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,5,76019,207.0815,-65.27749999999997
161.604,0.00024993751562109475,73.0,4.462884278930267,1.483622019006683,1.0,7.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,6,84021,229.52589999999998,-67.92189999999997
144.774,0.00024993751562109475,91.0,3.99550112471882,1.6008869558154035,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,7,96024,222.5847,-77.8107
139.059,0.00024993751562109475,69.0,3.8367908022994253,1.6132127834245023,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,8,116029,200.50019999999998,-61.44119999999998
133.704,0.00024993751562109475,77.0,3.6880779805048736,1.4118009896614037,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,9,120030,198.69279999999998,-64.98879999999997
129.789,0.00024993751562109475,75.0,3.5793551612096977,1.4814570548374488,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,10,148037,208.0651,-78.27610000000001
140.949,0.00024993751562109475,103.0,3.889277680579855,1.6036971478395545,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,11,152038,206.97209999999998,-66.02309999999997
133.569,0.0,90.0,3.709322669332667,1.5156389001967208,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,12,180045,209.81920000000002,-76.25020000000004
144.05400000000003,0.00024993751562109475,97.0,3.975506123469133,1.5683701584085776,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,13,184046,223.47009999999997,-79.41609999999994
145.31400000000002,0.00024993751562109475,105.0,4.010497375656086,1.5436301626477282,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,14,192048,203.9013,-58.58729999999997
139.959,0.00024993751562109475,83.0,3.8617845538615345,1.5827240633496986,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,15,224056,214.37720000000002,-74.41820000000001
122.904,0.00024993751562109475,81.0,3.3881529617595603,1.3715244594104623,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,16,240060,192.58999999999997,-69.68599999999998
126.999,0.0,75.0,3.5268682829292675,1.2381264780313743,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,17,248062,182.12969999999999,-55.13069999999999
131.724,0.00024993751562109475,81.0,3.633091727068233,1.336375018206611,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,18,256064,195.54919999999998,-63.825199999999995
116.964,0.00024993751562109475,67.0,3.2231942014496378,1.2911255334941518,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,19,260065,204.02569999999997,-87.06169999999997
134.37900000000002,0.00024993751562109475,97.0,3.706823294176456,1.417135795381518,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,20,276069,209.8825,-75.50349999999997
111.744,0.00024993751562109475,73.0,3.0782304423894025,1.1514325940446415,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,21,348087,169.67329999999998,-57.929299999999984
118.13399999999999,0.00024993751562109475,71.0,3.25568607848038,1.2555732433379967,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,22,380095,188.1717,-70.0377
130.869,0.00024993751562109475,87.0,3.609347663084229,1.406807670719265,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,23,392098,223.3544,-92.4854
141.804,0.0,96.0,3.9380154961259684,1.493853761582626,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,24,396099,235.05129999999997,-93.24729999999997
128.709,0.0,56.0,3.5743564108972756,1.3948282530389347,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,25,432108,224.47140000000002,-95.76240000000001
140.724,0.00024993751562109475,89.0,3.883029242689328,1.2988043340781152,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,26,436109,197.60339999999997,-56.879399999999976
140.409,0.00024993751562109475,89.0,3.8742814296425894,1.5283510478768187,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,27,456114,186.01019999999997,-45.60119999999998
125.739,0.00024993751562109475,75.0,3.466883279180205,1.498300464710669,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,28,492123,193.3589,-67.6199
99.774,0.00024993751562109475,47.0,2.7458135466133466,1.1915402436293943,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,clean,Clean,29,512128,166.4776,-66.7036
144.639,0.00024993751562109475,73.0,3.9917520619845037,1.4522928994679107,1.0,7.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,0,12003,150.3218,-5.682799999999986
123.71399999999998,0.00024993751562109475,77.0,3.4106473381654587,1.4808876894489154,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,1,28007,147.01839999999999,-23.3044
134.96400000000003,0.00024993751562109475,71.0,3.723069232691827,1.5292826753351934,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,2,36009,139.5478,-4.583799999999968
116.424,0.00024993751562109475,71.0,3.208197950512372,1.5373034675424266,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,3,56014,140.99259999999998,-24.568599999999975
139.644,0.00024993751562109475,97.0,3.853036740814796,1.6699398869699627,1.0,7.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,4,60015,154.8906,-15.2466
144.144,0.0007498125468632841,89.0,3.9280179955011247,1.620234861192884,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,5,76019,150.1882,-6.044199999999989
163.89900000000003,0.00024993751562109475,81.0,4.526618345413646,1.4298051268890255,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,6,84021,165.3539,-1.4548999999999808
143.69400000000002,0.00024993751562109475,89.0,3.965508622844289,1.619152443048421,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,7,96024,158.91369999999998,-15.21969999999996
140.679,0.00024993751562109475,89.0,3.881779555111222,1.6378643968431241,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,8,116029,159.9548,-19.275800000000004
133.974,0.00024993751562109475,77.0,3.695576105973507,1.473180355278721,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,9,120030,150.09120000000001,-16.117200000000025
131.814,0.00024993751562109475,67.0,3.635591102224444,1.4799072354051312,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,10,148037,144.62689999999998,-12.812899999999985
138.789,0.00024993751562109475,103.0,3.8292926768307924,1.5866544540257461,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,11,152038,168.8005,-30.011500000000012
132.444,0.0,92.0,3.67808047988003,1.5179808457485076,1.0,7.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,12,180045,172.0389,-39.594900000000024
144.324,0.00024993751562109475,107.0,3.9830042489377657,1.5516472440408149,1.0,7.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,13,184046,160.5702,-16.246199999999988
143.154,0.00024993751562109475,99.0,3.950512371907023,1.5233089787853893,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,14,192048,172.60879999999997,-29.454799999999977
142.25400000000002,0.00024993751562109475,91.0,3.925518620344914,1.554781914133158,1.0,7.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,15,224056,162.52759999999998,-20.27359999999996
122.499,0.00024993751562109475,73.0,3.376905773556611,1.4003272097247785,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,16,240060,147.40159999999997,-24.90259999999998
124.704,0.0,59.0,3.4631342164458885,1.2103044513737808,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,17,248062,141.0806,-16.37660000000001
134.559,0.00024993751562109475,89.0,3.7118220444888776,1.3119650876551985,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,18,256064,140.1241,-5.565100000000001
119.57399999999998,0.0007498125468632841,75.0,3.245688577855536,1.3243615626424872,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,19,260065,151.7956,-32.221600000000024
134.109,0.00024993751562109475,99.0,3.6993251687078232,1.4182098627090443,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,20,276069,142.89600000000002,-8.787000000000006
112.55400000000002,0.00024993751562109475,61.0,3.1007248187953014,1.2100561621377297,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,21,348087,113.0954,-0.5413999999999817
117.59400000000001,0.00024993751562109475,69.0,3.240689827543114,1.261509442097391,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,22,380095,131.6652,-14.07119999999999
131.81400000000002,0.00024993751562109475,65.0,3.635591102224444,1.3775697921077457,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,23,392098,162.4286,-30.614599999999967
144.23400000000004,0.0,112.0,4.005498625343664,1.517528923629496,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,24,396099,177.0731,-32.83909999999997
130.464,0.0,80.0,3.623094226443389,1.4494417211614259,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,25,432108,160.6234,-30.159400000000005
141.399,0.00024993751562109475,95.0,3.90177455636091,1.3554114006994973,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,26,436109,137.53480000000002,3.8641999999999825
141.084,0.00024993751562109475,101.0,3.8930267433141714,1.5310022434886321,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,27,456114,144.30899999999997,-3.224999999999966
123.714,0.00024993751562109475,77.0,3.4106473381654587,1.4372056971062246,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,28,492123,144.2144,-20.500400000000013
100.179,0.00024993751562109475,51.0,2.757060734816296,1.1954532535569928,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,p1,P1 lag k=10,29,512128,125.5334,-25.3544
144.909,0.00024993751562109475,69.0,3.9992501874531365,1.4367440201009245,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,0,12003,242.7613,-97.85230000000001
121.149,0.00024993751562109475,73.0,3.3394151462134465,1.459532801570701,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,1,28007,209.0171,-87.8681
135.819,0.00024993751562109475,87.0,3.746813296675831,1.5394927599354538,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,2,36009,260.9325,-125.11350000000002
117.63900000000001,0.00024993751562109475,71.0,3.24193951512122,1.5650361985478078,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,3,56014,233.107,-115.46799999999999
138.96900000000002,0.00024993751562109475,95.0,3.834291427143214,1.6602995679651131,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,4,60015,222.0885,-83.11949999999999
144.50400000000002,0.000999750062484379,89.0,3.913021744563859,1.610212624345976,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,5,76019,236.48680000000002,-91.9828
161.604,0.00024993751562109475,73.0,4.462884278930267,1.483622019006683,1.0,7.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,6,84021,241.2127,-79.6087
145.674,0.0004998750312421895,91.0,3.99550112471882,1.6008869558154035,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,7,96024,236.279,-90.60499999999999
139.059,0.00024993751562109475,69.0,3.8367908022994253,1.6132127834245023,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,8,116029,233.46280000000002,-94.40380000000002
133.704,0.00024993751562109475,77.0,3.6880779805048736,1.4118009896614037,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,9,120030,227.5058,-93.80179999999999
129.789,0.00024993751562109475,75.0,3.5793551612096977,1.4814570548374488,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,10,148037,202.27280000000002,-72.48380000000003
140.949,0.00024993751562109475,103.0,3.889277680579855,1.6036971478395545,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,11,152038,228.8056,-87.85659999999999
133.569,0.0,90.0,3.709322669332667,1.5156389001967208,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,12,180045,250.4106,-116.8416
148.55400000000003,0.0014996250937265683,97.0,3.975506123469133,1.5683701584085776,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,13,184046,209.8829,-61.328899999999976
145.31400000000002,0.00024993751562109475,105.0,4.010497375656086,1.5436301626477282,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,14,192048,210.01300000000003,-64.69900000000001
139.959,0.00024993751562109475,83.0,3.8617845538615345,1.5827240633496986,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,15,224056,259.8589,-119.8999
122.904,0.00024993751562109475,81.0,3.3881529617595603,1.3715244594104623,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,16,240060,221.0752,-98.1712
126.999,0.0,75.0,3.5268682829292675,1.2381264780313743,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,17,248062,245.59840000000003,-118.59940000000003
131.724,0.00024993751562109475,81.0,3.633091727068233,1.336375018206611,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,18,256064,215.09799999999998,-83.374
116.964,0.00024993751562109475,67.0,3.2231942014496378,1.2911255334941518,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,19,260065,210.40509999999998,-93.44109999999998
134.37900000000002,0.00024993751562109475,97.0,3.706823294176456,1.417135795381518,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,20,276069,235.3126,-100.93359999999998
111.744,0.00024993751562109475,73.0,3.0782304423894025,1.1514325940446415,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,21,348087,196.62009999999998,-84.87609999999998
119.934,0.0007498125468632841,71.0,3.25568607848038,1.2555732433379967,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,22,380095,173.05129999999997,-53.11729999999997
130.869,0.00024993751562109475,87.0,3.609347663084229,1.406807670719265,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,23,392098,225.1208,-94.2518
143.604,0.0004998750312421895,96.0,3.9380154961259684,1.493853761582626,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,24,396099,275.64919999999995,-132.04519999999994
128.709,0.0,56.0,3.5743564108972756,1.3948282530389347,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,25,432108,245.8986,-117.18959999999998
140.724,0.00024993751562109475,89.0,3.883029242689328,1.2988043340781152,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,26,436109,222.99669999999998,-82.27269999999999
140.409,0.00024993751562109475,89.0,3.8742814296425894,1.5283510478768187,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,27,456114,210.7807,-70.3717
125.739,0.00024993751562109475,75.0,3.466883279180205,1.498300464710669,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,28,492123,214.9373,-89.19829999999999
99.774,0.00024993751562109475,47.0,2.7458135466133466,1.1915402436293943,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,p2,P2 tail alpha=1.5,29,512128,152.7912,-53.0172
144.909,0.00024993751562109475,69.0,3.9992501874531365,1.4367440201009245,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,0,12003,200.841,-55.932000000000016
121.149,0.00024993751562109475,73.0,3.3394151462134465,1.459532801570701,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,1,28007,198.86919999999998,-77.72019999999998
135.819,0.00024993751562109475,87.0,3.746813296675831,1.5394927599354538,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,2,36009,214.29749999999996,-78.47849999999997
117.63900000000001,0.00024993751562109475,71.0,3.24193951512122,1.5650361985478078,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,3,56014,190.3555,-72.7165
138.96900000000002,0.00024993751562109475,95.0,3.834291427143214,1.6602995679651131,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,4,60015,202.20189999999997,-63.232899999999944
141.80400000000003,0.00024993751562109475,89.0,3.913021744563859,1.610212624345976,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,5,76019,214.41939999999997,-72.61539999999994
161.604,0.00024993751562109475,73.0,4.462884278930267,1.483622019006683,1.0,7.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,6,84021,237.90949999999998,-76.30549999999997
144.774,0.00024993751562109475,91.0,3.99550112471882,1.6008869558154035,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,7,96024,220.6605,-75.88650000000001
139.059,0.00024993751562109475,69.0,3.8367908022994253,1.6132127834245023,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,8,116029,217.18059999999997,-78.12159999999997
133.704,0.00024993751562109475,77.0,3.6880779805048736,1.4118009896614037,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,9,120030,222.3455,-88.64149999999998
129.789,0.00024993751562109475,75.0,3.5793551612096977,1.4814570548374488,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,10,148037,209.62449999999998,-79.8355
140.949,0.00024993751562109475,103.0,3.889277680579855,1.6036971478395545,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,11,152038,233.73909999999995,-92.79009999999994
133.569,0.0,90.0,3.709322669332667,1.5156389001967208,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,12,180045,220.19819999999999,-86.6292
144.05400000000003,0.00024993751562109475,97.0,3.975506123469133,1.5683701584085776,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,13,184046,210.76399999999995,-66.70999999999992
145.31400000000002,0.00024993751562109475,105.0,4.010497375656086,1.5436301626477282,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,14,192048,225.31569999999996,-80.00169999999994
139.959,0.00024993751562109475,83.0,3.8617845538615345,1.5827240633496986,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,15,224056,224.80619999999996,-84.84719999999996
122.904,0.00024993751562109475,81.0,3.3881529617595603,1.3715244594104623,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,16,240060,194.10769999999997,-71.20369999999997
126.999,0.0,75.0,3.5268682829292675,1.2381264780313743,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,17,248062,185.038,-58.039000000000016
131.724,0.00024993751562109475,81.0,3.633091727068233,1.336375018206611,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,18,256064,220.04359999999997,-88.31959999999998
116.964,0.00024993751562109475,67.0,3.2231942014496378,1.2911255334941518,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,19,260065,187.67849999999999,-70.71449999999999
134.37900000000002,0.00024993751562109475,97.0,3.706823294176456,1.417135795381518,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,20,276069,212.84449999999998,-78.46549999999996
111.744,0.00024993751562109475,73.0,3.0782304423894025,1.1514325940446415,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,21,348087,177.72899999999998,-65.98499999999999
118.13399999999999,0.00024993751562109475,71.0,3.25568607848038,1.2555732433379967,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,22,380095,187.8707,-69.73670000000001
130.869,0.00024993751562109475,87.0,3.609347663084229,1.406807670719265,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,23,392098,210.4859,-79.61689999999999
141.804,0.0,96.0,3.9380154961259684,1.493853761582626,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,24,396099,237.5504,-95.7464
128.709,0.0,56.0,3.5743564108972756,1.3948282530389347,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,25,432108,243.09390000000002,-114.38490000000002
140.724,0.00024993751562109475,89.0,3.883029242689328,1.2988043340781152,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,26,436109,202.13129999999998,-61.40729999999999
140.409,0.00024993751562109475,89.0,3.8742814296425894,1.5283510478768187,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,27,456114,214.68049999999997,-74.27149999999997
125.739,0.00024993751562109475,75.0,3.466883279180205,1.498300464710669,1.0,6.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,28,492123,203.618,-77.87899999999999
99.774,0.00024993751562109475,47.0,2.7458135466133466,1.1915402436293943,1.0,5.0,target_50_down_0,"target=50%, down=0s",0.5,0,p3,P3 bucket-flip epsilon=0.05,29,512128,158.1235,-58.349500000000006
186.399,0.00024993751562109475,33.0,5.151462134466383,0.8607370501848708,1.0,6.0,target_50_down_300,"target=50%, down=300s",0.5,300,clean,Clean,0,12003,218.3743,-31.975300000000004
161.154,0.00024993751562109475,33.0,4.450387403149213,1.035776166367317,1.0,6.0,target_50_down_300,"target=50%, down=300s",0.5,300,clean,Clean,1,28007,193.74349999999998,-32.58949999999999
173.889,0.00024993751562109475,33.0,4.804048987753061,0.9221610522831752,1.0,6.0,target_50_down_300,"target=50%, down=300s",0.5,300,clean,Clean,2,36009,201.1453,-27.25629999999998
151.74900000000002,0.00024993751562109475,37.0,4.189202699325168,1.329850090738333,1.0,6.0,target_50_down_300,"target=50%, down=300s",0.5,300,clean,Clean,3,56014,199.1798,-47.43079999999998
183.87900000000002,0.00024993751562109475,49.0,5.081479630092477,1.001053886125383,1.0,6.0,target_50_down_300,"target=50%, down=300s",0.5,300,clean,Clean,4,60015,216.89069999999998,-33.01169999999996
181.98900000000003,0.00024993751562109475,37.0,5.028992751812047,0.9181222538851681,1.0,6.0,target_50_down_300,"target=50%, down=300s",0.5,300,clean,Clean,5,76019,207.0815,-25.092499999999973
201.474,0.00024993751562109475,31.0,5.570107473131717,1.067642846711673,1.0,7.0,target_50_down_300,"target=50%, down=300s",0.5,300,clean,Clean,6,84021,229.52589999999998,-28.05189999999999
181.98900000000003,0.00024993751562109475,37.0,5.028992751812047,0.9926796346169316,1.0,6.0,target_50_down_300,"target=50%, down=300s",0.5,300,clean,Clean,7,96024,222.5847,-40.595699999999965
