metric,observed,target,relative_error,within_15pct
rmax_violations_pct,2.3744063984004,2.37,0.0018592398313922748,True
avg_cpu_utilization_pct,60.75761008491264,60.54,0.0035944843890426625,True
avg_cpu_share_pct,87.62059485128718,87.62,6.788989810264801e-06,True
avg_containers,2.5323669082729316,2.53,0.0009355368667714802,True
median_response_ms,10.391990975747321,10.39,0.00019162422977097532,True
adaptations_pct,39.640089977505625,39.67,0.0007539708216379412,True
