value,rossi_mean_total_cost,hpa_mean_total_cost,delta_hpa_minus_rossi,ci_low,ci_high,p_less_than_zero,p_greater_than_zero,outcome,rossi_sla_violation_rate,hpa_sla_violation_rate,service_time_cv2,attack_fraction,mean_abs_delta,max_abs_delta
0.0,204.0891,118.2825,-85.80660000000002,-89.87614141666668,-81.72879133333333,9.99990000099999e-06,1.0,confirmed,0.031808714488044655,0.0003915687744730485,,0.0,0.0,0.0
0.05,209.28412666666665,118.2825,-91.00162666666667,-95.40855874999998,-86.82156583333331,9.99990000099999e-06,1.0,confirmed,0.03264183954011497,0.0003915687744730485,,0.20888944430559028,0.005072740186373026,0.04852750320458554
