lag,rossi_mean_total_cost,hpa_mean_total_cost,delta_hpa_minus_rossi,ci_low,ci_high,p_less_than_zero,p_greater_than_zero,outcome,rossi_sla_violation_rate,hpa_sla_violation_rate,rossi_action_churn,hpa_action_churn,rossi_mean_abs_observation_delta,hpa_mean_abs_observation_delta
0,204.0891,118.2825,-85.80660000000002,-89.90061183333334,-81.78514808333333,9.99990000099999e-06,1.0,confirmed,0.031808714488044655,0.0003915687744730485,,,0.0,0.0
10,150.60737000000003,1115.6943,965.0869299999998,943.0878263333332,986.5149988333332,1.0,9.99990000099999e-06,falsified,0.01516287594767975,0.26728317920519873,877.9333333333333,443.3666666666667,0.09533447357131175,0.8395161329046046
