scheme,exp,seed,num_jobs,decision_steps,total_reward,mean_jct,median_jct,p95_jct,reward_implied_mean_jct,makespan,elapsed_seconds
dynamic_partition,0,10000000,201,3310,-347.2046699999998,172738.64179104476,146354.0,413264.0,172738.64179104468,5349397.0,5.585694074630737
learn,0,10000000,201,6412,-353.0071600000001,175625.4527363184,115349.0,500985.0,175625.4527363185,5372606.0,22.596642017364502
dynamic_partition,1,10000001,201,3540,-434.82976999999926,216333.21890547263,187250.0,451650.0,216333.21890547225,5773880.0,6.067954063415527
learn,1,10000001,201,6973,-397.56207999999936,197792.07960199006,143962.0,563015.0,197792.0796019897,5870084.0,24.296210050582886
dynamic_partition,2,10000002,201,3374,-288.92456999999956,143743.5671641791,123232.0,310522.0,143743.56716417888,5646042.0,5.591358423233032
learn,2,10000002,201,6564,-291.0222399999999,144787.18407960198,112204.0,413171.0,144787.18407960192,5686309.0,22.275948762893677
dynamic_partition,3,10000003,201,3601,-317.5068800000002,157963.62189054728,135663.0,354338.0,157963.62189054737,5528996.0,6.021184682846069
learn,3,10000003,201,6893,-341.89084999999983,170094.9502487562,134113.0,410198.0,170094.95024875615,5600092.0,23.494725942611694
dynamic_partition,4,10000004,201,3396,-490.8950600000002,244226.39800995024,180997.0,567555.0,244226.39800995035,5329559.0,5.79378604888916
learn,4,10000004,201,6546,-470.9165599999997,234286.8457711443,138907.0,709402.0,234286.84577114414,5414560.0,24.12990164756775
dynamic_partition,5,10000005,201,3470,-257.3006500000002,128010.2736318408,106878.0,317595.0,128010.27363184089,5540066.0,5.628968954086304
learn,5,10000005,201,6694,-275.09959000000003,136865.46766169154,89022.0,400605.0,136865.46766169157,5640458.0,22.145415782928467
dynamic_partition,6,10000006,201,3286,-363.6247800000003,180907.85074626867,112170.0,536758.0,180907.8507462688,5219483.0,5.1853578090667725
learn,6,10000006,201,6142,-325.69349000000034,162036.56218905473,101451.0,518897.0,162036.56218905488,5211061.0,20.906681537628174
dynamic_partition,7,10000007,201,3052,-1103.2694000000026,548890.2487562189,470367.0,1177649.0,548890.2487562202,5421929.0,5.8660664558410645
learn,7,10000007,201,6428,-810.9090100000008,403437.3184079602,185574.0,1576793.0,403437.3184079606,5861352.0,27.449736833572388
dynamic_partition,8,10000008,201,3399,-337.32476999999994,167823.26865671642,116930.0,473032.0,167823.2686567164,5899723.0,5.434703588485718
learn,8,10000008,201,6423,-321.2360599999997,159818.93532338308,112079.0,454341.0,159818.93532338296,5890350.0,21.605960845947266
dynamic_partition,9,10000009,201,3317,-322.6529500000002,160523.85572139305,121047.0,412952.0,160523.85572139313,5193097.0,5.255514860153198
learn,9,10000009,201,6113,-329.2030699999997,163782.62189054728,110616.0,449983.0,163782.6218905471,5197070.0,21.044126749038696
dynamic_partition,10,10000010,201,3085,-1191.549540000002,592810.7164179104,466805.0,1474685.0,592810.7164179115,5229433.0,6.19374418258667
learn,10,10000010,201,6611,-728.5162000000005,362445.87064676615,149537.0,1483299.0,362445.8706467664,5658414.0,27.902381658554077
dynamic_partition,11,10000011,201,3069,-641.5499500000011,319179.07960199006,251014.0,851154.0,319179.0796019906,5309796.0,5.28264856338501
learn,11,10000011,201,6227,-513.0429099999992,255245.2288557214,124897.0,980248.0,255245.22885572098,5603167.0,23.026907920837402
dynamic_partition,12,10000012,201,3086,-1197.3128200000012,595678.0199004975,495851.0,1289025.0,595678.0199004981,5682672.0,6.061209201812744
learn,12,10000012,201,6388,-846.7510300000014,421269.1691542289,187283.0,1686265.0,421269.1691542295,6053718.0,27.632577419281006
dynamic_partition,13,10000013,201,3074,-941.9654100000018,468639.50746268657,398425.0,1109717.0,468639.50746268744,5200049.0,5.652157545089722
learn,13,10000013,201,6483,-659.5919399999989,328155.19402985077,137944.0,1267310.0,328155.1940298502,5613637.0,26.567145586013794
dynamic_partition,14,10000014,201,3211,-594.2511399999995,295647.3333333333,215700.0,790940.0,295647.3333333331,4904406.0,5.416284561157227
learn,14,10000014,201,6419,-522.5792400000021,259989.67164179104,140702.0,899656.0,259989.67164179208,5052958.0,24.427966833114624
dynamic_partition,15,10000015,201,3167,-629.0808599999999,312975.552238806,220757.0,738698.0,312975.5522388059,5551381.0,5.405722379684448
learn,15,10000015,201,6164,-487.3041,242439.85074626867,138573.0,911694.0,242439.85074626867,5785416.0,22.65417766571045
dynamic_partition,16,10000016,201,3247,-408.4245899999999,203196.31343283583,158135.0,456912.0,203196.31343283577,5388504.0,5.453079700469971
learn,16,10000016,201,6293,-368.23069999999984,183199.35323383086,136198.0,481925.0,183199.35323383077,5486436.0,21.84201407432556
dynamic_partition,17,10000017,201,3183,-748.1312100000008,372204.58208955225,287807.0,904674.0,372204.5820895526,5599344.0,5.731536388397217
learn,17,10000017,201,6510,-623.8606100000001,310378.4129353234,166070.0,1147592.0,310378.41293532343,5929413.0,25.462135791778564
dynamic_partition,18,10000018,201,3500,-359.4884500000007,178849.9751243781,141948.0,408415.0,178849.97512437846,5172788.0,5.732038259506226
learn,18,10000018,201,6876,-378.1911599999996,188154.80597014926,118630.0,502208.0,188154.80597014906,5231240.0,24.051043033599854
dynamic_partition,19,10000019,201,3398,-539.4833700000012,268399.6865671642,199525.0,651510.0,268399.6865671648,5623466.0,5.658032655715942
learn,19,10000019,201,6835,-530.9345100000002,264146.5223880597,147579.0,697702.0,264146.52238805976,5630480.0,25.589964866638184
dynamic_partition,20,10000020,201,3170,-424.89584000000036,211390.96517412935,154078.0,557446.0,211390.96517412955,5162513.0,5.632315158843994
learn,20,10000020,201,6409,-436.350139999999,217089.62189054728,139479.0,603996.0,217089.62189054675,5257388.0,22.84789490699768
dynamic_partition,21,10000021,201,3219,-403.8706399999996,200930.66666666666,158155.0,474578.0,200930.66666666645,5473508.0,5.3701865673065186
learn,21,10000021,201,6297,-397.1916399999998,197607.78109452737,138490.0,596926.0,197607.78109452725,5598505.0,21.911160469055176
dynamic_partition,22,10000022,201,3315,-595.1519400000019,296095.49253731343,255935.0,606014.0,296095.4925373144,5295232.0,5.832815885543823
learn,22,10000022,201,6596,-588.9811200000001,293025.4328358209,153706.0,1009576.0,293025.43283582095,5618235.0,25.902513027191162
dynamic_partition,23,10000023,201,3380,-428.6830800000004,213275.16417910447,169836.0,494117.0,213275.1641791047,5822461.0,5.575942754745483
learn,23,10000023,201,6454,-447.32960999999955,222552.0447761194,143311.0,696702.0,222552.04477611918,5947466.0,22.912059545516968
dynamic_partition,24,10000024,201,3245,-924.6293399999994,460014.5970149254,274151.0,1348111.0,460014.5970149251,5513953.0,5.915060997009277
learn,24,10000024,201,6836,-658.724659999999,327723.7114427861,146945.0,1616120.0,327723.71144278557,5842622.0,26.981529474258423
dynamic_partition,25,10000025,201,3402,-406.13604999999995,202057.73631840796,144016.0,549476.0,202057.73631840793,5479605.0,5.4964759349823
learn,25,10000025,201,6492,-373.49548999999996,185818.65174129352,112139.0,601780.0,185818.6517412935,5530554.0,22.589595556259155
dynamic_partition,26,10000026,201,3318,-463.4787800000004,230586.45771144278,192599.0,560126.0,230586.457711443,5328482.0,5.57679009437561
learn,26,10000026,201,6541,-417.4991200000009,207711.00497512438,134106.0,597995.0,207711.00497512482,5441754.0,23.284318208694458
dynamic_partition,27,10000027,201,3275,-430.36954999999955,214114.2039800995,189706.0,453833.0,214114.2039800993,4940584.0,5.4813714027404785
learn,27,10000027,201,6400,-449.3075399999996,223536.08955223882,156845.0,728265.0,223536.0895522386,5090594.0,23.53177309036255
dynamic_partition,28,10000028,201,3285,-720.5810800000002,358498.0497512438,318204.0,746043.0,358498.04975124385,5358390.0,5.881587743759155
learn,28,10000028,201,6697,-613.0326900000008,304991.3880597015,161291.0,1074752.0,304991.3880597019,5734884.0,26.53766393661499
dynamic_partition,29,10000029,201,3286,-660.0851700000003,328400.58208955225,229659.0,940555.0,328400.58208955236,5238470.0,5.757240056991577
learn,29,10000029,201,6630,-555.4516800000001,276344.1194029851,144219.0,1282838.0,276344.11940298515,5499512.0,25.281590700149536
