scheme,exp,seed,num_jobs,decision_steps,total_reward,mean_jct,median_jct,p95_jct,reward_implied_mean_jct,makespan,elapsed_seconds
dynamic_partition,0,10000000,201,3475,-138.3081600000002,68810.02985074627,53049.0,178978.0,68810.02985074637,5327864.0,4.903144359588623
learn,0,10000000,201,5479,-132.94706999999968,66142.82089552238,48277.0,171196.0,66142.82089552224,5326360.0,16.9398353099823
dynamic_partition,1,10000001,201,3677,-167.07293000000018,83120.86069651741,68239.0,192609.0,83120.8606965175,5460918.0,5.3751397132873535
learn,1,10000001,201,6302,-166.82229000000004,82996.16417910448,63810.0,199675.0,82996.1641791045,5455731.0,19.222954988479614
dynamic_partition,2,10000002,201,3580,-131.09993,65223.845771144275,47146.0,172067.0,65223.845771144275,5515868.0,4.869369029998779
learn,2,10000002,201,5530,-120.16844000000005,59785.293532338306,41736.0,149124.0,59785.29353233833,5515492.0,16.453370809555054
dynamic_partition,3,10000003,201,3697,-144.2755500000001,71778.88059701493,55873.0,178395.0,71778.88059701497,5393584.0,5.278339624404907
learn,3,10000003,201,6018,-140.27295,69787.53731343284,53356.0,177647.0,69787.53731343284,5371953.0,18.23198437690735
dynamic_partition,4,10000004,201,3586,-200.76345999999953,99882.31840796019,65926.0,311689.0,99882.31840795996,5127164.0,5.224386692047119
learn,4,10000004,201,6022,-195.76219000000015,97394.12437810945,57453.0,344123.0,97394.12437810953,5121859.0,18.95804738998413
dynamic_partition,5,10000005,201,3609,-124.99429999999973,62186.21890547263,48255.0,162112.0,62186.218905472495,5475219.0,4.994891166687012
learn,5,10000005,201,5780,-126.84797000000002,63108.44278606965,46192.0,158595.0,63108.44278606966,5469638.0,17.1390278339386
dynamic_partition,6,10000006,201,3522,-137.58930000000015,68452.3880597015,46600.0,196704.0,68452.38805970157,5162630.0,4.692338466644287
learn,6,10000006,201,5453,-133.26795000000013,66302.46268656716,44736.0,188616.0,66302.46268656723,5170375.0,16.190375328063965
dynamic_partition,7,10000007,201,3503,-247.1981600000001,122984.1592039801,91265.0,328187.0,122984.15920398013,5105973.0,5.143600940704346
learn,7,10000007,201,6095,-248.6397899999997,123701.3880597015,78864.0,358055.0,123701.38805970135,5104694.0,19.818302154541016
dynamic_partition,8,10000008,201,3561,-129.74327999999977,64548.89552238806,51589.0,151894.0,64548.895522387946,5876179.0,4.911620140075684
learn,8,10000008,201,5757,-138.58016000000006,68945.35323383084,51866.0,170894.0,68945.35323383087,5864539.0,17.17863178253174
dynamic_partition,9,10000009,201,3546,-143.16432000000003,71226.02985074627,50402.0,195164.0,71226.02985074629,5169720.0,4.856937646865845
learn,9,10000009,201,5831,-141.35421999999986,70325.48258706467,47566.0,205867.0,70325.4825870646,5157060.0,17.96083378791809
dynamic_partition,10,10000010,201,3480,-269.5557399999999,134107.33333333334,85343.0,384435.0,134107.33333333328,4430812.0,5.117384910583496
learn,10,10000010,201,5982,-231.42095000000003,115134.80099502488,63960.0,401415.0,115134.8009950249,4418677.0,19.842421770095825
dynamic_partition,11,10000011,201,3352,-161.61310000000012,80404.52736318408,57453.0,200889.0,80404.52736318414,5049287.0,4.861943244934082
learn,11,10000011,201,5582,-162.3170800000003,80754.76616915423,54197.0,218597.0,80754.76616915436,5044565.0,17.6759934425354
dynamic_partition,12,10000012,201,3420,-343.77574999999916,171032.71144278607,132127.0,429055.0,171032.71144278566,4787527.0,5.349506855010986
learn,12,10000012,201,6185,-344.43386000000066,171360.12935323382,100134.0,458980.0,171360.12935323417,4885930.0,21.9229953289032
dynamic_partition,13,10000013,201,3516,-247.10720999999992,122938.9104477612,79145.0,414351.0,122938.91044776115,4871896.0,5.187787294387817
learn,13,10000013,201,6081,-223.0698299999999,110980.01492537314,64540.0,393760.0,110980.01492537309,4866012.0,20.049894332885742
dynamic_partition,14,10000014,201,3508,-156.36179,77791.93532338309,56580.0,207757.0,77791.93532338309,4866207.0,5.330553293228149
learn,14,10000014,201,5921,-161.69254000000058,80444.04975124379,53336.0,213263.0,80444.04975124406,4855557.0,18.767913103103638
dynamic_partition,15,10000015,201,3450,-145.5974400000002,72436.53731343284,57410.0,187632.0,72436.53731343294,5244081.0,4.892111539840698
learn,15,10000015,201,5910,-155.29535,77261.36815920398,56681.0,207635.0,77261.368159204,5244246.0,18.15466856956482
dynamic_partition,16,10000016,201,3415,-171.9908499999998,85567.58706467661,61044.0,230790.0,85567.58706467653,5120716.0,4.904104471206665
learn,16,10000016,201,5695,-161.81140999999985,80503.18905472636,61281.0,224577.0,80503.18905472629,5118038.0,17.843433618545532
dynamic_partition,17,10000017,201,3538,-208.5166100000001,103739.60696517413,72771.0,290310.0,103739.60696517419,5399485.0,5.136811017990112
learn,17,10000017,201,6072,-214.86617999999982,106898.59701492537,68363.0,314948.0,106898.59701492528,5397234.0,19.592301845550537
dynamic_partition,18,10000018,201,3683,-130.99467999999982,65171.482587064675,48802.0,153795.0,65171.48258706459,5066249.0,5.107262134552002
learn,18,10000018,201,6016,-136.55028000000004,67935.46268656716,50856.0,174314.0,67935.46268656719,5058154.0,18.664148092269897
dynamic_partition,19,10000019,201,3695,-145.24384000000012,72260.61691542288,58516.0,168468.0,72260.61691542294,5604466.0,5.337255001068115
learn,19,10000019,201,6097,-149.28444999999965,74270.87064676617,56328.0,185996.0,74270.870646766,5597636.0,19.21454095840454
dynamic_partition,20,10000020,201,3362,-168.63362000000023,83897.32338308457,63063.0,220252.0,83897.32338308469,5082323.0,4.919422149658203
learn,20,10000020,201,5646,-170.49751000000006,84824.63184079602,59037.0,262411.0,84824.63184079605,5091864.0,17.91464877128601
dynamic_partition,21,10000021,201,3368,-127.39188999999988,63379.04975124378,51605.0,146735.0,63379.049751243714,5288333.0,4.899167537689209
