scheme,exp,seed,num_jobs,decision_steps,total_reward,mean_jct,median_jct,p95_jct,reward_implied_mean_jct,makespan,elapsed_seconds
dynamic_partition,0,10000000,201,2387,-7913.682033418544,3937155.2405067384,4225312.576720964,6922914.675234996,3937155.2405067384,11677560.252711019,9.265330076217651
learn,0,10000000,201,6215,-5374.010017792549,2673636.82477241,1558723.1931787375,8985719.243171647,2673636.8247724124,12076929.85644227,45.64287805557251
dynamic_partition,1,10000001,201,2442,-6571.723741820603,3269514.299413232,3274867.913769697,6250812.256993022,3269514.299413236,10998027.256993022,9.026732683181763
learn,1,10000001,201,5804,-4858.7660221685255,2417296.528442051,1565425.618848592,7410883.370740896,2417296.5284420527,11344891.697037047,41.16240215301514
dynamic_partition,2,10000002,201,2345,-7878.225782221014,3919515.314537822,4094353.111018616,7416729.7868318595,3919515.314537818,11641398.718625404,8.89999508857727
learn,2,10000002,201,6050,-5499.667576949381,2736153.023357903,1567300.3637349997,8524366.204959441,2736153.0233579013,11991495.111734636,43.46383786201477
dynamic_partition,3,10000003,201,2405,-6558.238987233766,3262805.466285459,3347448.881796102,5827963.129804788,3262805.466285456,10765539.254196282,8.735320329666138
learn,3,10000003,201,5539,-5109.7151268187845,2542146.8292630794,1832129.6933260588,6561892.5653201025,2542146.8292630767,11077784.433490237,40.564980268478394
dynamic_partition,4,10000004,201,2357,-7434.058452161987,3698536.54336417,3922384.1424674736,6461108.898360411,3698536.5433641723,10562248.72021397,8.898040056228638
learn,4,10000004,201,5732,-5261.011707584972,2617418.7599925227,1509473.8806340033,7953769.708440237,2617418.7599925236,10898003.276038086,42.49827980995178
dynamic_partition,5,10000005,201,2361,-8780.465750561187,4368390.920677207,4773594.485792174,7544830.0280925315,4368390.920677207,12072611.23736898,9.705308198928833
learn,5,10000005,201,6467,-5795.19696038242,2883182.567354436,1422226.4061787603,8945266.010778,2883182.567354438,12526692.54028467,48.318673610687256
dynamic_partition,6,10000006,201,2402,-6679.320865595533,3323045.206763951,3542876.2715668483,5750193.276515057,3323045.2067639465,10368750.521712024,8.480223655700684
learn,6,10000006,201,5839,-4514.487591978555,2246013.7273525125,1314534.4022501418,7227536.749629859,2246013.727352515,10741721.069718355,39.858805418014526
dynamic_partition,7,10000007,201,2369,-8126.712873543577,4043140.733106256,4269052.808229537,7112053.6824391745,4043140.7331062574,11292212.409325717,9.442141056060791
learn,7,10000007,201,6005,-5457.01668715074,2714933.6751993736,1652322.5085617495,8382022.820116257,2714933.6751993727,11667841.388838297,45.002978801727295
dynamic_partition,8,10000008,201,2364,-6269.2494069557515,3119029.5556993717,3103918.4037543796,5900524.994610002,3119029.5556993787,11094973.367987221,8.558905839920044
learn,8,10000008,201,6578,-4201.680927152232,2090388.52097126,1120693.4220649442,7885851.44539148,2090388.5209712593,11551177.886497753,41.46057629585266
dynamic_partition,9,10000009,201,2446,-8589.428851297047,4273347.687212444,4636812.497865924,7415884.804634403,4273347.687212462,11814065.389823556,9.513277053833008
learn,9,10000009,201,6810,-5413.209444286315,2693139.027008113,1315152.6757093305,9527789.388592985,2693139.027008117,12306269.619714946,48.83426523208618
dynamic_partition,10,10000010,201,2275,-8818.944172442112,4387534.414150301,4370128.6714774,7795744.274498569,4387534.414150304,12000470.0587242,9.530911207199097
learn,10,10000010,201,6195,-5720.299170806691,2845919.9854759634,1884652.9054227038,9023281.52079506,2845919.985475966,12430085.217815299,46.47889566421509
dynamic_partition,11,10000011,201,2298,-7112.430271197742,3538522.522983954,3588911.380618198,6328604.454517936,3538522.5229839506,10796176.44153361,8.454381704330444
learn,11,10000011,201,5837,-4739.423330675534,2357922.055062458,1377475.995105912,7803442.888884511,2357922.0550624547,11111071.899290679,39.799134254455566
dynamic_partition,12,10000012,201,2306,-7694.36399540779,3828041.788760099,3825946.4393587885,6847945.210857315,3828041.7887600944,11329947.488201166,8.845225811004639
learn,12,10000012,201,6284,-5165.156789638775,2569729.746088947,1422882.7015031776,8142809.361872841,2569729.746088943,11756974.18870541,43.863386154174805
dynamic_partition,13,10000013,201,2347,-7826.487630490642,3893774.940542611,4234642.088246548,6835912.558904935,3893774.9405426076,11392363.1078644,8.901147842407227
learn,13,10000013,201,6317,-5089.018687481332,2531850.093274299,1282880.262214004,7628137.456152862,2531850.0932742944,11794262.507636966,45.375420808792114
dynamic_partition,14,10000014,201,2327,-6702.328850835146,3334491.9655896267,3532662.1867900053,5921404.3466169955,3334491.965589625,10276850.525413958,8.408837080001831
learn,14,10000014,201,5356,-4991.233755154379,2483200.873211133,1597042.4573158477,7071738.676446404,2483200.8732111338,10575413.050798029,39.004326820373535
dynamic_partition,15,10000015,201,2401,-6966.784151730594,3466061.767030143,3492560.3617522316,6668394.803576946,3466061.7670301464,11568712.070962803,9.092196464538574
