scheme,exp,seed,num_jobs,decision_steps,total_reward,mean_jct,median_jct,p95_jct,reward_implied_mean_jct,makespan,elapsed_seconds
dynamic_partition,10,10000010,201,3504,-167.19085000000035,83179.52736318408,62702.0,224244.0,83179.52736318426,4571154.0,4.873428821563721
learn,10,10000010,201,5827,-154.15819000000022,76695.61691542288,53995.0,231407.0,76695.616915423,4574371.0,55.08204102516174
dynamic_partition,11,10000011,201,3547,-113.44482000000015,56440.20895522388,40677.0,146959.0,56440.208955223956,5411311.0,4.508207559585571
learn,11,10000011,201,5433,-113.25674000000043,56346.6368159204,39362.0,138000.0,56346.63681592061,5406618.0,47.69314765930176
dynamic_partition,12,10000012,201,3597,-121.23851000000035,60317.666666666664,41769.0,155670.0,60317.666666666846,5128357.0,4.694075345993042
learn,12,10000012,201,5649,-121.09391,60245.7263681592,44113.0,158991.0,60245.7263681592,5132488.0,50.774447202682495
dynamic_partition,13,10000013,201,3624,-140.73447000000002,70017.14925373135,53279.0,187331.0,70017.14925373135,4914020.0,4.7783989906311035
learn,13,10000013,201,5692,-133.4108100000002,66373.53731343284,43678.0,183520.0,66373.53731343294,4903137.0,53.11821722984314
dynamic_partition,14,10000014,201,3674,-113.23120000000024,56333.930348258706,35330.0,156502.0,56333.93034825883,5242199.0,4.409087419509888
learn,14,10000014,201,5411,-104.05784000000018,51770.069651741294,31626.0,132481.0,51770.06965174139,5221273.0,47.782068729400635
dynamic_partition,15,10000015,201,3644,-149.72291999999976,74489.01492537314,55506.0,201696.0,74489.01492537302,5087090.0,4.881730318069458
learn,15,10000015,201,6000,-139.4209399999999,69363.65174129354,45906.0,205324.0,69363.65174129348,5086627.0,55.86788582801819
dynamic_partition,16,10000016,201,3672,-101.21678999999982,50356.611940298506,40158.0,125806.0,50356.61194029841,5009719.0,4.636101245880127
learn,16,10000016,201,5633,-96.69314000000014,48106.03980099502,37826.0,120470.0,48106.0398009951,5010487.0,50.39607763290405
dynamic_partition,17,10000017,201,3604,-121.57976000000004,60487.44278606965,44346.0,154109.0,60487.44278606967,5222184.0,4.707351922988892
learn,17,10000017,201,5636,-115.27417000000004,57350.333333333336,41435.0,161999.0,57350.33333333335,5227494.0,51.27044320106506
dynamic_partition,18,10000018,201,3556,-135.7773800000001,67550.93532338309,51096.0,169908.0,67550.93532338314,5094804.0,4.89414644241333
learn,18,10000018,201,5936,-138.3624800000001,68837.05472636817,44127.0,190143.0,68837.05472636821,5094188.0,54.68603992462158
dynamic_partition,19,10000019,201,3670,-132.48289000000025,65911.8855721393,49697.0,178562.0,65911.88557213944,4613615.0,4.855014801025391
learn,19,10000019,201,5931,-125.67225000000028,62523.50746268657,44815.0,181401.0,62523.507462686706,4607011.0,55.23048257827759
dynamic_partition,20,10000020,201,3637,-108.31326999999976,53887.199004975126,42312.0,135942.0,53887.199004975,4935823.0,4.527368545532227
