scheme,exp,seed,num_jobs,decision_steps,total_reward,mean_jct,median_jct,p95_jct,reward_implied_mean_jct,makespan,elapsed_seconds
dynamic_partition,0,10000000,201,3030,-1465.4119249720852,729060.6591900913,656888.5824289182,1632578.3521887232,729060.6591900922,6061463.537828183,14.265778064727783
learn,0,10000000,201,7399,-1062.954601350087,528833.1350000447,254077.987826664,2451315.2881623385,528833.1350000432,6505618.527897737,56.5724995136261
dynamic_partition,1,10000001,201,3442,-651.392021486304,324075.6325802515,274277.23503359617,756088.289511336,324075.63258025073,5630118.181587995,15.199365615844727
learn,1,10000001,201,7776,-686.2892301230203,341437.42792190064,236887.66592537332,1264110.8852149518,341437.42792190064,5964329.485913283,50.35144066810608
dynamic_partition,2,10000002,201,2995,-1486.2328375446918,739419.3221615392,605310.2269051466,1845887.6395491315,739419.3221615383,6080582.47135497,15.81059455871582
learn,2,10000002,201,7654,-1170.0209479635596,582099.9741112236,254149.76113597397,2687619.5228996277,582099.9741112237,6577548.680553218,59.10023546218872
dynamic_partition,3,10000003,201,3585,-412.4807627664641,205214.30983406142,181941.48458263185,438023.16284763906,205214.30983406174,5783967.379960054,15.081393957138062
learn,3,10000003,201,8193,-550.5287961130351,273894.92343932093,222852.34083753917,796504.0402357783,273894.923439321,5904993.778672598,48.43445563316345
dynamic_partition,4,10000004,201,3245,-882.7156952927072,439162.03745905746,377015.8616043255,1059596.634204192,439162.03745905834,5255619.870258821,12.314833164215088
learn,4,10000004,201,7689,-854.1495696333396,424950.03464345314,238382.28197469003,1732873.626427128,424950.03464345256,5629187.708101138,49.96434259414673
dynamic_partition,5,10000005,201,2828,-2015.168505693159,1002571.3958672414,906398.2874838682,2017840.879871034,1002571.3958672433,6242813.846323982,16.506235599517822
learn,5,10000005,201,7975,-1351.6696083231075,672472.441951795,252433.60766283236,3255572.2928136755,672472.4419517947,6797621.850482874,56.6527783870697
dynamic_partition,6,10000006,201,3173,-877.675534645052,436654.4948482849,364832.6667522015,1073762.8325294647,436654.49484828464,5456187.748418126,11.078510761260986
learn,6,10000006,201,7455,-766.4109159369847,381298.9631527286,203382.53594460338,1474330.8563929633,381298.96315272874,5865363.525702172,44.0510790348053
dynamic_partition,7,10000007,201,3063,-1506.9536882662198,749728.2031175249,682669.0705132594,1682392.137555304,749728.2031175223,5702533.400850408,13.50229287147522
learn,7,10000007,201,8241,-1060.1212115357641,527423.4883262516,229794.34761455283,2629890.922149948,527423.4883262508,6302761.251094444,57.2861967086792
dynamic_partition,8,10000008,201,3410,-461.86398168160156,229783.07546348314,177946.7825118634,540134.6306218198,229783.07546348337,6329776.63062182,14.00247049331665
learn,8,10000008,201,7508,-482.832136563124,240214.9933149865,182397.3262470225,659210.8221622747,240214.99331498705,6394036.375120415,35.98656630516052
