key,seed_index,deep_rm_mean_slowdown,comparator_mean_slowdown,delta
deeprm:p1_lag:SourceTetris:0,0,39.93344080919081,67.37207317682316,27.43863236763235
deeprm:p1_lag:SourceTetris:0,1,41.11391966366967,73.72725607725607,32.6133364135864
deeprm:p1_lag:SourceTetris:0,2,43.28006876456877,72.0297365967366,28.74966783216783
deeprm:p1_lag:SourceTetris:0,3,46.946596570096574,68.95436013986014,22.00776356976357
deeprm:p1_lag:SourceTetris:0,4,33.601648185148186,58.19784715284715,24.596198967698967
deeprm:p1_lag:SourceTetris:0,5,33.770708624708625,72.04617982017982,38.27547119547119
deeprm:p1_lag:SourceTetris:0,6,19.702545204795207,52.79055860805861,33.0880134032634
deeprm:p1_lag:SourceTetris:0,7,45.88417390942391,67.15582467532468,21.271650765900773
deeprm:p1_lag:SourceTetris:0,8,26.200609806859806,58.16240917415917,31.961799367299367
deeprm:p1_lag:SourceTetris:0,9,42.27025657675657,68.5121143023643,26.241857725607723
deeprm:p1_lag:SourceTetris:0,10,23.590685564435567,58.175649017649015,34.58496345321345
deeprm:p1_lag:SourceTetris:0,11,17.733263653013655,35.95687404262404,18.223610389610382
deeprm:p1_lag:SourceTetris:0,12,31.799361804861807,64.84879645354646,33.04943464868465
deeprm:p1_lag:SourceTetris:0,13,47.06255544455544,74.35784382284382,27.295288378288376
deeprm:p1_lag:SourceTetris:0,14,30.943992424242424,59.32596486846487,28.38197244422245
deeprm:p1_lag:SourceTetris:0,15,31.180298867798868,60.24736921411922,29.06707034632035
deeprm:p1_lag:SourceTetris:0,16,34.58307484182484,70.16312687312687,35.58005203130203
deeprm:p1_lag:SourceTetris:0,17,18.105254995004994,45.690829254079254,27.58557425907426
deeprm:p1_lag:SourceTetris:0,18,55.82743123543124,92.06542857142857,36.23799733599733
deeprm:p1_lag:SourceTetris:0,19,30.696870546120543,57.68411130536131,26.98724075924077
deeprm:p1_lag:SourceTetris:0,20,47.05197885447885,71.90776082251082,24.855781968031977
deeprm:p1_lag:SourceTetris:0,21,28.88521112221112,52.875350233100235,23.990139110889114
deeprm:p1_lag:SourceTetris:0,22,49.64127805527805,83.72319047619048,34.08191242091243
deeprm:p1_lag:SourceTetris:0,23,46.18620646020647,65.45434082584083,19.26813436563436
deeprm:p1_lag:SourceTetris:0,24,34.94294497169497,68.3121307026307,33.369185730935726
deeprm:p1_lag:SourceTetris:0,25,21.15167748917749,47.70791217116217,26.55623468198468
deeprm:p1_lag:SourceTetris:0,26,12.694983932733935,32.93775549450549,20.242771561771555
deeprm:p1_lag:SourceTetris:0,27,38.95152505827506,75.85448851148851,36.90296345321345
deeprm:p1_lag:SourceTetris:0,28,41.988353563103566,78.26641849816849,36.278064935064926
deeprm:p1_lag:SourceTetris:0,29,39.16260656010655,62.24837995337995,23.0857733932734
deeprm:p1_lag:SJF:0,0,39.93344080919081,39.152175657675656,-0.7812651515151572
deeprm:p1_lag:SJF:0,1,41.11391966366967,40.1342002997003,-0.9797193639693731
deeprm:p1_lag:SJF:0,2,43.28006876456877,45.96572610722611,2.6856573426573433
deeprm:p1_lag:SJF:0,3,46.946596570096574,43.04584224109224,-3.900754329004336
deeprm:p1_lag:SJF:0,4,33.601648185148186,34.54387629037629,0.9422281052281036
deeprm:p1_lag:SJF:0,5,33.770708624708625,44.45495279720279,10.684244172494168
deeprm:p1_lag:SJF:0,6,19.702545204795207,25.93461455211455,6.232069347319342
deeprm:p1_lag:SJF:0,7,45.88417390942391,54.489246503496496,8.605072594072588
deeprm:p1_lag:SJF:0,8,26.200609806859806,28.18643506493507,1.9858252580752627
deeprm:p1_lag:SJF:0,9,42.27025657675657,41.72643972693973,-0.5438168498168423
deeprm:p1_lag:SJF:0,10,23.590685564435567,38.75474417249417,15.164058608058603
deeprm:p1_lag:SJF:0,11,17.733263653013655,24.865288211788215,7.13202455877456
deeprm:p1_lag:SJF:0,12,31.799361804861807,35.07460814185814,3.275246336996336
deeprm:p1_lag:SJF:0,13,47.06255544455544,48.7708682983683,1.7083128538128562
deeprm:p1_lag:SJF:0,14,30.943992424242424,37.565319347319345,6.621326923076921
deeprm:p1_lag:SJF:0,15,31.180298867798868,37.42776831501831,6.247469447219444
deeprm:p1_lag:SJF:0,16,34.58307484182484,44.44072485847486,9.85765001665002
deeprm:p1_lag:SJF:0,17,18.105254995004994,29.03000058275058,10.924745587745587
deeprm:p1_lag:SJF:0,18,55.82743123543124,58.88275174825175,3.055320512820508
deeprm:p1_lag:SJF:0,19,30.696870546120543,45.02926173826174,14.332391192141195
deeprm:p1_lag:SJF:0,20,47.05197885447885,57.14422710622712,10.092248251748273
deeprm:p1_lag:SJF:0,21,28.88521112221112,42.4244592074592,13.53924808524808
deeprm:p1_lag:SJF:0,22,49.64127805527805,55.10587862137862,5.464600566100572
deeprm:p1_lag:SJF:0,23,46.18620646020647,51.68036771561772,5.4941612554112496
deeprm:p1_lag:SJF:0,24,34.94294497169497,42.07993098568099,7.136986013986018
deeprm:p1_lag:SJF:0,25,21.15167748917749,27.69515567765568,6.54347818847819
deeprm:p1_lag:SJF:0,26,12.694983932733935,15.065066849816851,2.3700829170829163
deeprm:p1_lag:SJF:0,27,38.95152505827506,38.74000591075591,-0.21151914751914802
deeprm:p1_lag:SJF:0,28,41.988353563103566,42.64778338328338,0.6594298201798168
deeprm:p1_lag:SJF:0,29,39.16260656010655,45.94029420579421,6.7776876456876565
deeprm:p1_lag:SourceTetris:1,0,45.68250299700299,68.05076523476524,22.368262237762245
deeprm:p1_lag:SourceTetris:1,1,42.15386172161172,73.68626914751916,31.532407425907437
deeprm:p1_lag:SourceTetris:1,2,44.799757575757575,75.59452097902098,30.79476340326341
deeprm:p1_lag:SourceTetris:1,3,47.641150349650346,69.88827297702298,22.247122627372633
deeprm:p1_lag:SourceTetris:1,4,30.055627455877456,59.209127039627035,29.15349958374958
deeprm:p1_lag:SourceTetris:1,5,36.267833416583414,73.89318989343991,37.625356476856496
deeprm:p1_lag:SourceTetris:1,6,21.856404761904763,48.291204878454884,26.43480011655012
deeprm:p1_lag:SourceTetris:1,7,40.12014518814519,72.84712787212787,32.72698268398268
deeprm:p1_lag:SourceTetris:1,8,20.128700715950718,55.31182733932734,35.18312662337662
deeprm:p1_lag:SourceTetris:1,9,42.741531385281384,72.50642840492841,29.76489701964703
deeprm:p1_lag:SourceTetris:1,10,23.759876956376957,60.023061438561434,36.26318448218448
