curve,magnitude,window_index,offset,rossi_total_cost,comparator_total_cost,delta_comparator_minus_rossi
p1_hpa_v2,20,26,436109,142.79479999999998,201.159,58.36420000000001
p1_hpa_v2,20,27,456114,161.10999999999996,205.74900000000002,44.63900000000007
p1_hpa_v2,20,28,492123,150.3029,192.654,42.3511
p1_hpa_v2,20,29,512128,127.38999999999999,144.414,17.024
p1_hpa_v2,50,0,12003,168.363,294.849,126.48599999999999
p1_hpa_v2,50,1,28007,152.66899999999998,269.874,117.20500000000004
p1_hpa_v2,50,2,36009,154.21599999999998,292.68899999999996,138.47299999999998
p1_hpa_v2,50,3,56014,156.2021,285.534,129.3319
p1_hpa_v2,50,4,60015,179.22209999999998,313.119,133.89690000000004
p1_hpa_v2,50,5,76019,165.35389999999998,241.479,76.12510000000003
p1_hpa_v2,50,6,84021,170.8868,296.244,125.35720000000003
p1_hpa_v2,50,7,96024,172.146,235.35899999999998,63.212999999999994
p1_hpa_v2,50,8,116029,173.13549999999998,245.48399999999998,72.3485
p1_hpa_v2,50,9,120030,153.8254,241.614,87.7886
p1_hpa_v2,50,10,148037,156.3655,247.554,91.1885
p1_hpa_v2,50,11,152038,167.82920000000001,330.264,162.4348
p1_hpa_v2,50,12,180045,173.48829999999998,281.79900000000004,108.31070000000005
p1_hpa_v2,50,13,184046,157.98409999999998,310.869,152.88490000000004
p1_hpa_v2,50,14,192048,165.0958,332.154,167.0582
p1_hpa_v2,50,15,224056,169.05179999999996,254.304,85.25220000000004
p1_hpa_v2,50,16,240060,159.4536,259.389,99.93540000000002
p1_hpa_v2,50,17,248062,148.9875,206.469,57.48149999999998
p1_hpa_v2,50,18,256064,160.2656,235.359,75.0934
p1_hpa_v2,50,19,260065,155.194,228.429,73.23500000000001
p1_hpa_v2,50,20,276069,169.8451,225.36900000000003,55.523900000000026
p1_hpa_v2,50,21,348087,133.44369999999998,205.56900000000002,72.12530000000004
p1_hpa_v2,50,22,380095,143.35989999999998,268.389,125.02910000000003
p1_hpa_v2,50,23,392098,168.9991,242.874,73.8749
p1_hpa_v2,50,24,396099,185.0629,261.729,76.66609999999997
p1_hpa_v2,50,25,432108,166.0707,255.42900000000003,89.35830000000004
p1_hpa_v2,50,26,436109,160.20980000000003,266.85900000000004,106.64920000000001
p1_hpa_v2,50,27,456114,162.04359999999997,279.68399999999997,117.6404
p1_hpa_v2,50,28,492123,165.31369999999998,267.894,102.58030000000002
p1_hpa_v2,50,29,512128,121.81219999999999,188.289,66.4768
p2_threshold,2.5,0,12003,220.60129999999998,130.131,-90.47029999999998
p2_threshold,2.5,1,28007,206.7548,110.05199999999999,-96.7028
p2_threshold,2.5,2,36009,215.6259,118.665,-96.9609
p2_threshold,2.5,3,56014,195.31289999999998,104.571,-90.74189999999999
p2_threshold,2.5,4,60015,228.05069999999998,123.399,-104.65169999999998
p2_threshold,2.5,5,76019,196.39329999999995,126.53099999999998,-69.86229999999998
p2_threshold,2.5,6,84021,239.6386,140.32799999999997,-99.31060000000002
p2_threshold,2.5,7,96024,220.52159999999998,124.81199999999998,-95.7096
p2_threshold,2.5,8,116029,209.79859999999996,122.83200000000001,-86.96659999999996
p2_threshold,2.5,9,120030,209.21439999999998,118.404,-90.81039999999999
p2_threshold,2.5,10,148037,202.85469999999998,118.02599999999998,-84.8287
p2_threshold,2.5,11,152038,222.45759999999999,125.28,-97.17759999999998
p2_threshold,2.5,12,180045,236.02869999999996,120.375,-115.65369999999996
p2_threshold,2.5,13,184046,210.45159999999998,126.27,-84.18159999999999
p2_threshold,2.5,14,192048,228.051,128.718,-99.333
p2_threshold,2.5,15,224056,222.23789999999997,124.56,-97.67789999999997
p2_threshold,2.5,16,240060,216.1934,110.844,-105.3494
p2_threshold,2.5,17,248062,212.18110000000001,109.73700000000001,-102.4441
p2_threshold,2.5,18,256064,209.1239,119.268,-89.85589999999999
p2_threshold,2.5,19,260065,222.8204,102.771,-120.0494
p2_threshold,2.5,20,276069,223.73129999999998,119.05199999999999,-104.67929999999998
p2_threshold,2.5,21,348087,163.8059,98.48700000000001,-65.3189
p2_threshold,2.5,22,380095,172.1225,104.92200000000001,-67.20049999999999
p2_threshold,2.5,23,392098,219.1831,119.988,-99.1951
p2_threshold,2.5,24,396099,237.395,128.745,-108.65
p2_threshold,2.5,25,432108,235.16469999999995,117.62099999999998,-117.54369999999997
p2_threshold,2.5,26,436109,229.14719999999997,124.65,-104.49719999999996
p2_threshold,2.5,27,456114,225.2343,127.84499999999998,-97.3893
p2_threshold,2.5,28,492123,207.2181,113.733,-93.48509999999999
p2_threshold,2.5,29,512128,155.4673,89.658,-65.8093
p2_threshold,2.0,0,12003,220.5067,130.131,-90.3757
p2_threshold,2.0,1,28007,195.06810000000002,110.05199999999999,-85.01610000000002
p2_threshold,2.0,2,36009,206.1313,118.665,-87.4663
p2_threshold,2.0,3,56014,205.90039999999996,104.571,-101.32939999999996
p2_threshold,2.0,4,60015,223.6169,123.399,-100.21789999999999
p2_threshold,2.0,5,76019,207.7675,126.53099999999998,-81.23650000000004
p2_threshold,2.0,6,84021,217.15990000000002,140.32799999999997,-76.83190000000005
p2_threshold,2.0,7,96024,236.03679999999997,125.71199999999999,-110.32479999999998
p2_threshold,2.0,8,116029,222.5661,122.83200000000001,-99.7341
p2_threshold,2.0,9,120030,231.16649999999998,118.404,-112.76249999999999
p2_threshold,2.0,10,148037,165.03820000000002,118.02599999999998,-47.012200000000036
p2_threshold,2.0,11,152038,190.72609999999997,125.28,-65.44609999999997
p2_threshold,2.0,12,180045,233.40849999999998,120.375,-113.03349999999998
p2_threshold,2.0,13,184046,212.9226,127.17,-85.75259999999999
p2_threshold,2.0,14,192048,233.0752,128.718,-104.3572
p2_threshold,2.0,15,224056,211.81289999999998,124.56,-87.25289999999998
p2_threshold,2.0,16,240060,195.51039999999998,110.844,-84.66639999999998
p2_threshold,2.0,17,248062,205.74349999999998,109.73700000000001,-96.00649999999997
p2_threshold,2.0,18,256064,205.6,120.168,-85.43199999999999
p2_threshold,2.0,19,260065,197.964,102.771,-95.193
p2_threshold,2.0,20,276069,217.4546,119.05199999999999,-98.4026
p2_threshold,2.0,21,348087,169.27700000000002,98.48700000000001,-70.79
p2_threshold,2.0,22,380095,187.9108,104.92200000000001,-82.98879999999998
p2_threshold,2.0,23,392098,192.43470000000002,119.988,-72.44670000000002
p2_threshold,2.0,24,396099,227.4947,128.745,-98.74969999999999
p2_threshold,2.0,25,432108,233.535,117.62099999999998,-115.91400000000002
p2_threshold,2.0,26,436109,221.99609999999998,124.65,-97.34609999999998
p2_threshold,2.0,27,456114,201.73309999999998,127.84499999999998,-73.8881
p2_threshold,2.0,28,492123,204.1081,113.733,-90.3751
p2_threshold,2.0,29,512128,179.5926,89.658,-89.9346
p2_threshold,1.75,0,12003,227.25439999999998,130.131,-97.12339999999998
p2_threshold,1.75,1,28007,234.0918,110.952,-123.13980000000001
p2_threshold,1.75,2,36009,227.82760000000002,118.665,-109.16260000000001
p2_threshold,1.75,3,56014,227.2754,104.571,-122.70439999999999
p2_threshold,1.75,4,60015,241.30359999999996,123.399,-117.90459999999996
p2_threshold,1.75,5,76019,225.3295,126.53099999999998,-98.79850000000002
p2_threshold,1.75,6,84021,224.27689999999998,140.32799999999997,-83.94890000000001
p2_threshold,1.75,7,96024,233.9004,125.71199999999999,-108.1884
p2_threshold,1.75,8,116029,227.52750000000003,122.83200000000001,-104.69550000000002
p2_threshold,1.75,9,120030,208.9419,118.404,-90.53790000000001
p2_threshold,1.75,10,148037,205.6427,119.826,-85.8167
p2_threshold,1.75,11,152038,246.37329999999997,125.28,-121.09329999999997
p2_threshold,1.75,12,180045,247.9903,120.375,-127.61529999999999
p2_threshold,1.75,13,184046,226.9783,127.17,-99.80829999999999
p2_threshold,1.75,14,192048,237.26569999999998,128.718,-108.54769999999999
p2_threshold,1.75,15,224056,240.3629,124.56,-115.8029
p2_threshold,1.75,16,240060,211.65279999999998,110.844,-100.80879999999999
p2_threshold,1.75,17,248062,209.48139999999998,109.73700000000001,-99.74439999999997
p2_threshold,1.75,18,256064,226.8586,120.168,-106.69059999999999
p2_threshold,1.75,19,260065,215.6666,102.771,-112.89559999999999
p2_threshold,1.75,20,276069,229.4186,119.05199999999999,-110.3666
p2_threshold,1.75,21,348087,184.51099999999997,98.48700000000001,-86.02399999999996
p2_threshold,1.75,22,380095,196.38029999999998,105.822,-90.55829999999997
p2_threshold,1.75,23,392098,221.97679999999997,119.988,-101.98879999999997
p2_threshold,1.75,24,396099,250.45379999999997,128.745,-121.70879999999997
p2_threshold,1.75,25,432108,249.7998,117.62099999999998,-132.17880000000002
p2_threshold,1.75,26,436109,231.1941,124.65,-106.54409999999999
p2_threshold,1.75,27,456114,223.9021,127.84499999999998,-96.0571
p2_threshold,1.75,28,492123,226.5409,113.733,-112.80789999999999
p2_threshold,1.75,29,512128,164.5808,89.658,-74.92280000000001
p2_threshold,1.5,0,12003,242.7613,130.131,-112.6303
p2_threshold,1.5,1,28007,209.0171,110.952,-98.0651
p2_threshold,1.5,2,36009,260.9325,121.365,-139.5675
p2_threshold,1.5,3,56014,233.107,104.571,-128.536
p2_threshold,1.5,4,60015,222.0885,123.399,-98.68950000000001
p2_threshold,1.5,5,76019,236.48680000000002,126.53099999999998,-109.95580000000004
p2_threshold,1.5,6,84021,241.2127,141.228,-99.9847
p2_threshold,1.5,7,96024,236.279,125.71199999999999,-110.56700000000001
p2_threshold,1.5,8,116029,233.46280000000002,122.83200000000001,-110.63080000000001
p2_threshold,1.5,9,120030,227.5058,119.304,-108.20179999999999
p2_threshold,1.5,10,148037,202.27280000000002,120.726,-81.54680000000002
p2_threshold,1.5,11,152038,228.8056,126.17999999999998,-102.62560000000002
p2_threshold,1.5,12,180045,250.4106,121.275,-129.13559999999998
p2_threshold,1.5,13,184046,209.8829,128.07,-81.81290000000001
p2_threshold,1.5,14,192048,210.01300000000003,128.718,-81.29500000000004
p2_threshold,1.5,15,224056,259.8589,124.56,-135.2989
p2_threshold,1.5,16,240060,221.0752,110.844,-110.2312
p2_threshold,1.5,17,248062,245.59840000000003,109.73700000000001,-135.8614
p2_threshold,1.5,18,256064,215.09799999999998,120.168,-94.92999999999998
p2_threshold,1.5,19,260065,210.40509999999998,103.671,-106.73409999999997
p2_threshold,1.5,20,276069,235.3126,119.05199999999999,-116.26060000000001
p2_threshold,1.5,21,348087,196.62009999999998,99.38700000000001,-97.23309999999996
p2_threshold,1.5,22,380095,173.05129999999997,107.62200000000001,-65.42929999999996
p2_threshold,1.5,23,392098,225.1208,119.988,-105.1328
p2_threshold,1.5,24,396099,275.64919999999995,128.745,-146.90419999999995
p2_threshold,1.5,25,432108,245.8986,117.62099999999998,-128.2776
p2_threshold,1.5,26,436109,222.99669999999998,125.55000000000001,-97.44669999999996
p2_threshold,1.5,27,456114,210.7807,127.84499999999998,-82.93570000000001
p2_threshold,1.5,28,492123,214.9373,114.63300000000001,-100.30429999999998
p2_threshold,1.5,29,512128,152.7912,89.658,-63.1332
p2_threshold,1.3,0,12003,235.7296,131.031,-104.6986
p2_threshold,1.3,1,28007,213.0003,112.75200000000001,-100.2483
p2_threshold,1.3,2,36009,234.82829999999998,121.365,-113.46329999999999
p2_threshold,1.3,3,56014,183.83579999999998,104.571,-79.26479999999998
p2_threshold,1.3,4,60015,227.2869,123.399,-103.8879
p2_threshold,1.3,5,76019,219.9498,128.331,-91.61880000000002
p2_threshold,1.3,6,84021,237.79259999999996,143.02800000000002,-94.76459999999994
p2_threshold,1.3,7,96024,242.7686,126.612,-116.1566
p2_threshold,1.3,8,116029,213.2807,125.53200000000001,-87.74869999999999
p2_threshold,1.3,9,120030,233.6567,121.104,-112.5527
p2_threshold,1.3,10,148037,187.7373,121.62599999999999,-66.11130000000001
p2_threshold,1.3,11,152038,209.5813,127.07999999999998,-82.50130000000001
p2_threshold,1.3,12,180045,252.2125,122.175,-130.03750000000002
p2_threshold,1.3,13,184046,238.9853,128.07,-110.9153
p2_threshold,1.3,14,192048,245.38629999999998,129.618,-115.76829999999998
p2_threshold,1.3,15,224056,242.3075,125.46000000000001,-116.8475
p2_threshold,1.3,16,240060,220.67690000000005,111.744,-108.93290000000005
p2_threshold,1.3,17,248062,201.0299,110.637,-90.3929
p2_threshold,1.3,18,256064,253.2381,121.06800000000001,-132.1701
p2_threshold,1.3,19,260065,217.45929999999998,104.57100000000001,-112.88829999999997
p2_threshold,1.3,20,276069,203.5288,122.652,-80.87679999999999
p2_threshold,1.3,21,348087,196.17589999999998,99.38700000000001,-96.78889999999997
p2_threshold,1.3,22,380095,187.7244,107.62200000000001,-80.10239999999999
p2_threshold,1.3,23,392098,206.2825,121.788,-84.4945
p2_threshold,1.3,24,396099,247.51849999999996,128.745,-118.77349999999996
p2_threshold,1.3,25,432108,243.23569999999998,119.42099999999999,-123.81469999999999
p2_threshold,1.3,26,436109,211.7145,127.35000000000001,-84.36449999999998
p2_threshold,1.3,27,456114,194.03089999999997,128.745,-65.28589999999997
p2_threshold,1.3,28,492123,232.4113,114.63300000000001,-117.7783
p2_threshold,1.3,29,512128,170.38459999999998,91.45800000000001,-78.92659999999997
p2_threshold,1.1,0,12003,245.5527,132.83100000000002,-112.72169999999997
p2_threshold,1.1,1,28007,232.4771,112.75200000000001,-119.7251
p2_threshold,1.1,2,36009,248.5036,124.06500000000001,-124.4386
p2_threshold,1.1,3,56014,236.5573,104.571,-131.9863
p2_threshold,1.1,4,60015,271.06780000000003,126.099,-144.96880000000004
p2_threshold,1.1,5,76019,249.95659999999998,128.331,-121.62559999999999
p2_threshold,1.1,6,84021,266.7699,144.828,-121.9419
p2_threshold,1.1,7,96024,227.7199,127.512,-100.2079
p2_threshold,1.1,8,116029,269.154,127.332,-141.822
p2_threshold,1.1,9,120030,252.4622,121.104,-131.3582
p2_threshold,1.1,10,148037,242.23219999999998,123.42599999999999,-118.80619999999999
p2_threshold,1.1,11,152038,280.7807,128.88,-151.90070000000003
p2_threshold,1.1,12,180045,256.0415,123.975,-132.0665
p2_threshold,1.1,13,184046,237.14839999999998,129.87,-107.27839999999998
p2_threshold,1.1,14,192048,257.9003,130.518,-127.38230000000001
p2_threshold,1.1,15,224056,255.5351,125.46000000000001,-130.0751
p2_threshold,1.1,16,240060,219.7887,112.644,-107.1447
p2_threshold,1.1,17,248062,238.2473,112.43700000000001,-125.81029999999998
p2_threshold,1.1,18,256064,251.69369999999998,121.96800000000002,-129.72569999999996
p2_threshold,1.1,19,260065,229.62230000000002,104.57100000000001,-125.05130000000001
p2_threshold,1.1,20,276069,265.828,124.452,-141.37599999999998
p2_threshold,1.1,21,348087,202.72529999999998,99.38700000000001,-103.33829999999996
p2_threshold,1.1,22,380095,207.98899999999998,107.62200000000001,-100.36699999999996
p2_threshold,1.1,23,392098,248.0663,122.688,-125.37830000000001
p2_threshold,1.1,24,396099,229.7634,134.14499999999998,-95.61840000000001
p2_threshold,1.1,25,432108,258.3432,120.321,-138.02220000000003
p2_threshold,1.1,26,436109,227.6121,127.35000000000001,-100.26209999999999
p2_threshold,1.1,27,456114,256.8842,130.54500000000002,-126.3392
p2_threshold,1.1,28,492123,215.1044,116.433,-98.67139999999999
p2_threshold,1.1,29,512128,176.34120000000001,92.358,-83.98320000000001
p3_threshold,0.0,0,12003,218.3743,130.131,-88.2433
p3_threshold,0.0,1,28007,193.74349999999998,110.05199999999999,-83.69149999999999
p3_threshold,0.0,2,36009,201.1453,118.665,-82.48029999999999
p3_threshold,0.0,3,56014,199.1798,104.571,-94.6088
p3_threshold,0.0,4,60015,216.89069999999998,122.499,-94.39169999999999
p3_threshold,0.0,5,76019,207.0815,126.53099999999998,-80.55050000000003
p3_threshold,0.0,6,84021,229.52589999999998,140.32799999999997,-89.1979
p3_threshold,0.0,7,96024,222.5847,124.81199999999998,-97.77270000000001
p3_threshold,0.0,8,116029,200.50019999999998,122.83200000000001,-77.66819999999997
p3_threshold,0.0,9,120030,198.69279999999998,118.404,-80.28879999999998
p3_threshold,0.0,10,148037,208.0651,118.02599999999998,-90.03910000000002
p3_threshold,0.0,11,152038,206.97209999999998,125.28,-81.69209999999998
p3_threshold,0.0,12,180045,209.81920000000002,120.375,-89.44420000000002
p3_threshold,0.0,13,184046,223.47009999999997,126.27,-97.20009999999998
p3_threshold,0.0,14,192048,203.9013,128.718,-75.1833
p3_threshold,0.0,15,224056,214.37720000000002,124.56,-89.81720000000001
p3_threshold,0.0,16,240060,192.58999999999997,110.844,-81.74599999999998
p3_threshold,0.0,17,248062,182.12969999999999,109.73700000000001,-72.39269999999998
p3_threshold,0.0,18,256064,195.54919999999998,119.268,-76.28119999999998
p3_threshold,0.0,19,260065,204.02569999999997,102.771,-101.25469999999997
p3_threshold,0.0,20,276069,209.8825,118.15199999999999,-91.7305
p3_threshold,0.0,21,348087,169.67329999999998,98.48700000000001,-71.18629999999997
p3_threshold,0.0,22,380095,188.1717,104.92200000000001,-83.24969999999998
p3_threshold,0.0,23,392098,223.3544,119.988,-103.3664
p3_threshold,0.0,24,396099,235.05129999999997,128.745,-106.30629999999996
p3_threshold,0.0,25,432108,224.47140000000002,117.62099999999998,-106.85040000000004
p3_threshold,0.0,26,436109,197.60339999999997,124.65,-72.95339999999996
p3_threshold,0.0,27,456114,186.01019999999997,127.84499999999998,-58.165199999999984
p3_threshold,0.0,28,492123,193.3589,113.733,-79.6259
p3_threshold,0.0,29,512128,166.4776,89.658,-76.8196
p3_threshold,0.01,0,12003,220.3366,130.131,-90.2056
p3_threshold,0.01,1,28007,190.0605,110.05199999999999,-80.0085
p3_threshold,0.01,2,36009,210.6085,118.665,-91.94349999999999
p3_threshold,0.01,3,56014,204.6169,104.571,-100.04589999999999
p3_threshold,0.01,4,60015,211.3789,122.499,-88.87989999999999
p3_threshold,0.01,5,76019,213.37399999999997,126.53099999999998,-86.84299999999999
p3_threshold,0.01,6,84021,214.80649999999997,140.32799999999997,-74.4785
p3_threshold,0.01,7,96024,212.3435,124.81199999999998,-87.53150000000002
p3_threshold,0.01,8,116029,206.95589999999999,122.83200000000001,-84.12389999999998
p3_threshold,0.01,9,120030,211.09859999999998,118.404,-92.69459999999998
p3_threshold,0.01,10,148037,207.60679999999996,118.02599999999998,-89.58079999999998
p3_threshold,0.01,11,152038,219.6984,125.28,-94.41839999999999
p3_threshold,0.01,12,180045,219.22169999999997,120.375,-98.84669999999997
p3_threshold,0.01,13,184046,213.4265,126.27,-87.15650000000001
p3_threshold,0.01,14,192048,220.6084,128.718,-91.8904
p3_threshold,0.01,15,224056,230.1692,124.56,-105.60919999999999
p3_threshold,0.01,16,240060,187.3442,110.844,-76.5002
p3_threshold,0.01,17,248062,192.4176,109.73700000000001,-82.68059999999998
p3_threshold,0.01,18,256064,225.35949999999997,119.268,-106.09149999999997
p3_threshold,0.01,19,260065,197.7481,102.771,-94.9771
p3_threshold,0.01,20,276069,214.62150000000003,118.15199999999999,-96.46950000000004
p3_threshold,0.01,21,348087,168.70709999999997,98.48700000000001,-70.22009999999996
p3_threshold,0.01,22,380095,175.64979999999997,104.92200000000001,-70.72779999999996
p3_threshold,0.01,23,392098,200.64010000000002,119.988,-80.65210000000002
p3_threshold,0.01,24,396099,226.4721,128.745,-97.72710000000001
p3_threshold,0.01,25,432108,211.25929999999997,117.62099999999998,-93.63829999999999
p3_threshold,0.01,26,436109,199.28050000000002,124.65,-74.63050000000001
p3_threshold,0.01,27,456114,192.67789999999997,127.84499999999998,-64.83289999999998
p3_threshold,0.01,28,492123,203.1011,113.733,-89.3681
p3_threshold,0.01,29,512128,164.1348,89.658,-74.47680000000001
p3_threshold,0.02,0,12003,221.67219999999998,130.131,-91.54119999999998
p3_threshold,0.02,1,28007,204.937,110.05199999999999,-94.88500000000002
p3_threshold,0.02,2,36009,203.06919999999997,118.665,-84.40419999999996
p3_threshold,0.02,3,56014,190.7764,104.571,-86.2054
p3_threshold,0.02,4,60015,211.4432,122.499,-88.9442
p3_threshold,0.02,5,76019,215.79059999999998,126.53099999999998,-89.2596
p3_threshold,0.02,6,84021,220.90249999999997,140.32799999999997,-80.5745
p3_threshold,0.02,7,96024,223.11199999999997,124.81199999999998,-98.29999999999998
p3_threshold,0.02,8,116029,221.15449999999998,122.83200000000001,-98.32249999999998
p3_threshold,0.02,9,120030,202.40519999999998,118.404,-84.00119999999998
p3_threshold,0.02,10,148037,190.4818,118.02599999999998,-72.45580000000001
p3_threshold,0.02,11,152038,213.19889999999998,125.28,-87.91889999999998
p3_threshold,0.02,12,180045,230.94209999999995,120.375,-110.56709999999995
p3_threshold,0.02,13,184046,206.9639,126.27,-80.6939
p3_threshold,0.02,14,192048,208.3404,128.718,-79.6224
p3_threshold,0.02,15,224056,210.16759999999996,124.56,-85.60759999999996
p3_threshold,0.02,16,240060,190.66729999999995,110.844,-79.82329999999996
p3_threshold,0.02,17,248062,189.7294,109.73700000000001,-79.99239999999999
p3_threshold,0.02,18,256064,220.2306,119.268,-100.96260000000001
p3_threshold,0.02,19,260065,194.1601,102.771,-91.3891
p3_threshold,0.02,20,276069,209.4637,118.15199999999999,-91.3117
p3_threshold,0.02,21,348087,171.53029999999995,98.48700000000001,-73.04329999999995
p3_threshold,0.02,22,380095,173.4108,104.92200000000001,-68.48879999999998
p3_threshold,0.02,23,392098,207.51,119.988,-87.52199999999999
p3_threshold,0.02,24,396099,229.40929999999997,128.745,-100.66429999999997
p3_threshold,0.02,25,432108,224.68419999999998,117.62099999999998,-107.0632
p3_threshold,0.02,26,436109,195.4968,124.65,-70.8468
p3_threshold,0.02,27,456114,185.47019999999998,127.84499999999998,-57.62519999999999
p3_threshold,0.02,28,492123,196.2916,113.733,-82.55859999999998
p3_threshold,0.02,29,512128,158.173,89.658,-68.515
p3_threshold,0.05,0,12003,200.841,130.131,-70.71000000000001
p3_threshold,0.05,1,28007,198.86919999999998,110.05199999999999,-88.81719999999999
p3_threshold,0.05,2,36009,214.29749999999996,118.665,-95.63249999999995
p3_threshold,0.05,3,56014,190.3555,104.571,-85.78450000000001
p3_threshold,0.05,4,60015,202.20189999999997,122.499,-79.70289999999997
p3_threshold,0.05,5,76019,214.41939999999997,126.53099999999998,-87.88839999999999
p3_threshold,0.05,6,84021,237.90949999999998,140.32799999999997,-97.5815
p3_threshold,0.05,7,96024,220.6605,124.81199999999998,-95.84850000000003
p3_threshold,0.05,8,116029,217.18059999999997,122.83200000000001,-94.34859999999996
p3_threshold,0.05,9,120030,222.3455,118.404,-103.94149999999999
p3_threshold,0.05,10,148037,209.62449999999998,118.02599999999998,-91.5985
p3_threshold,0.05,11,152038,233.73909999999995,125.28,-108.45909999999995
p3_threshold,0.05,12,180045,220.19819999999999,120.375,-99.82319999999999
p3_threshold,0.05,13,184046,210.76399999999995,126.27,-84.49399999999996
p3_threshold,0.05,14,192048,225.31569999999996,128.718,-96.59769999999997
p3_threshold,0.05,15,224056,224.80619999999996,124.56,-100.24619999999996
p3_threshold,0.05,16,240060,194.10769999999997,110.844,-83.26369999999997
p3_threshold,0.05,17,248062,185.038,109.73700000000001,-75.301
p3_threshold,0.05,18,256064,220.04359999999997,119.268,-100.77559999999997
p3_threshold,0.05,19,260065,187.67849999999999,102.771,-84.90749999999998
p3_threshold,0.05,20,276069,212.84449999999998,118.15199999999999,-94.6925
p3_threshold,0.05,21,348087,177.72899999999998,98.48700000000001,-79.24199999999998
p3_threshold,0.05,22,380095,187.8707,104.92200000000001,-82.94869999999999
p3_threshold,0.05,23,392098,210.4859,119.988,-90.49789999999999
p3_threshold,0.05,24,396099,237.5504,128.745,-108.80539999999999
p3_threshold,0.05,25,432108,243.09390000000002,117.62099999999998,-125.47290000000004
p3_threshold,0.05,26,436109,202.13129999999998,124.65,-77.48129999999998
p3_threshold,0.05,27,456114,214.68049999999997,127.84499999999998,-86.83549999999998
p3_threshold,0.05,28,492123,203.618,113.733,-89.88499999999999
p3_threshold,0.05,29,512128,158.1235,89.658,-68.4655
p3_threshold,0.1,0,12003,217.3784,130.131,-87.2474
p3_threshold,0.1,1,28007,220.72889999999998,110.05199999999999,-110.67689999999999
p3_threshold,0.1,2,36009,216.82259999999997,118.665,-98.15759999999996
p3_threshold,0.1,3,56014,207.13909999999998,104.571,-102.56809999999999
p3_threshold,0.1,4,60015,228.9408,122.499,-106.4418
p3_threshold,0.1,5,76019,220.35109999999997,126.53099999999998,-93.8201
p3_threshold,0.1,6,84021,234.08939999999998,140.32799999999997,-93.76140000000001
p3_threshold,0.1,7,96024,239.93249999999998,124.81199999999998,-115.12049999999999
p3_threshold,0.1,8,116029,218.82939999999996,122.83200000000001,-95.99739999999996
p3_threshold,0.1,9,120030,209.90879999999999,118.404,-91.50479999999999
p3_threshold,0.1,10,148037,207.2627,118.02599999999998,-89.23670000000001
p3_threshold,0.1,11,152038,210.7917,125.28,-85.51169999999999
p3_threshold,0.1,12,180045,241.94979999999998,120.375,-121.57479999999998
p3_threshold,0.1,13,184046,215.8125,126.27,-89.5425
p3_threshold,0.1,14,192048,226.397,128.718,-97.679
p3_threshold,0.1,15,224056,214.32709999999997,124.56,-89.76709999999997
p3_threshold,0.1,16,240060,200.25919999999996,110.844,-89.41519999999997
p3_threshold,0.1,17,248062,199.529,109.73700000000001,-89.79199999999999
p3_threshold,0.1,18,256064,217.99169999999998,119.268,-98.72369999999998
p3_threshold,0.1,19,260065,193.8765,102.771,-91.10549999999999
p3_threshold,0.1,20,276069,215.721,118.15199999999999,-97.56900000000002
p3_threshold,0.1,21,348087,189.15339999999998,98.48700000000001,-90.66639999999997
p3_threshold,0.1,22,380095,188.9175,104.92200000000001,-83.99549999999998
p3_threshold,0.1,23,392098,229.43989999999997,119.988,-109.45189999999997
p3_threshold,0.1,24,396099,248.65819999999997,128.745,-119.91319999999996
p3_threshold,0.1,25,432108,238.0623,117.62099999999998,-120.44130000000001
p3_threshold,0.1,26,436109,204.15879999999999,124.65,-79.50879999999998
p3_threshold,0.1,27,456114,201.25919999999996,127.84499999999998,-73.41419999999998
p3_threshold,0.1,28,492123,211.25029999999998,113.733,-97.51729999999998
p3_threshold,0.1,29,512128,167.28199999999998,89.658,-77.62399999999998
p3_threshold,0.2,0,12003,229.64690000000002,130.131,-99.51590000000002
p3_threshold,0.2,1,28007,214.70659999999998,110.05199999999999,-104.65459999999999
p3_threshold,0.2,2,36009,220.25209999999998,118.665,-101.58709999999998
p3_threshold,0.2,3,56014,214.2336,104.571,-109.6626
p3_threshold,0.2,4,60015,249.98669999999998,122.499,-127.48769999999999
p3_threshold,0.2,5,76019,216.32569999999998,126.53099999999998,-89.7947
p3_threshold,0.2,6,84021,245.93929999999997,140.32799999999997,-105.6113
p3_threshold,0.2,7,96024,218.66889999999995,124.81199999999998,-93.85689999999997
p3_threshold,0.2,8,116029,223.77949999999998,122.83200000000001,-100.94749999999998
p3_threshold,0.2,9,120030,220.0382,118.404,-101.63419999999999
p3_threshold,0.2,10,148037,207.8288,118.02599999999998,-89.80280000000002
p3_threshold,0.2,11,152038,242.18309999999997,125.28,-116.90309999999997
p3_threshold,0.2,12,180045,256.1732999999999,120.375,-135.79829999999993
p3_threshold,0.2,13,184046,215.45899999999997,126.27,-89.18899999999998
p3_threshold,0.2,14,192048,237.1639,128.718,-108.44590000000002
p3_threshold,0.2,15,224056,216.0136,124.56,-91.4536
p3_threshold,0.2,16,240060,192.9743,110.844,-82.1303
p3_threshold,0.2,17,248062,190.6011,109.73700000000001,-80.8641
p3_threshold,0.2,18,256064,214.6345,119.268,-95.3665
p3_threshold,0.2,19,260065,214.41789999999997,102.771,-111.64689999999997
p3_threshold,0.2,20,276069,226.35749999999996,118.15199999999999,-108.20549999999997
p3_threshold,0.2,21,348087,180.10199999999998,98.48700000000001,-81.61499999999997
