scheme,exp,seed,num_jobs,decision_steps,total_reward,mean_jct,median_jct,p95_jct,reward_implied_mean_jct,makespan,elapsed_seconds
learn,16,10000016,201,5654,-97.94469000000025,48728.701492537315,36739.0,122769.0,48728.70149253743,5006806.0,69.30602169036865
srtf,17,10000017,201,3666,-313.0699099999999,155756.17412935322,42531.0,907501.0,155756.17412935317,5859104.0,4.848444700241089
learn,17,10000017,201,5682,-114.6843499999998,57056.89054726368,41755.0,166916.0,57056.89054726358,5226416.0,69.9923586845398
srtf,18,10000018,201,3669,-573.2085200000008,285178.36815920396,47413.0,1836843.0,285178.3681592044,6072669.0,6.43208384513855
learn,18,10000018,201,5926,-138.50781000000003,68909.35820895522,47887.0,175546.0,68909.35820895524,5093833.0,74.28612661361694
srtf,19,10000019,201,3786,-554.4126400000008,275827.184079602,45178.0,1679168.0,275827.1840796024,5641183.0,6.842409133911133
learn,19,10000019,201,5933,-126.91896999999994,63143.76616915423,42869.0,185875.0,63143.7661691542,4609631.0,75.64477562904358
srtf,20,10000020,201,3709,-256.78073999999947,127751.6119402985,41696.0,515514.0,127751.61194029824,5267888.0,4.5989720821380615
learn,20,10000020,201,5555,-104.37734000000013,51929.02487562189,40148.0,130503.0,51929.02487562196,4931398.0,67.85538625717163
srtf,21,10000021,201,3578,-347.2604300000001,172766.3830845771,42269.0,824278.0,172766.38308457716,6062980.0,4.594366788864136
learn,21,10000021,201,5563,-135.32385999999994,67325.30348258707,42427.0,186293.0,67325.30348258704,5368334.0,70.01121187210083
srtf,22,10000022,201,3744,-648.6334000000008,322703.184079602,47981.0,1988618.0,322703.1840796024,6228790.0,7.300925254821777
learn,22,10000022,201,6194,-156.8326900000002,78026.21393034825,58050.0,189102.0,78026.21393034836,4658749.0,79.80179810523987
srtf,23,10000023,201,3798,-265.6048599999996,132141.72139303482,38874.0,562390.0,132141.72139303462,5551778.0,4.460173606872559
learn,23,10000023,201,5705,-101.62180000000018,50558.10945273632,40782.0,129373.0,50558.10945273641,5547217.0,69.40785717964172
srtf,24,10000024,201,3923,-677.815730000001,337221.75621890544,49881.0,2249981.0,337221.75621890597,6142963.0,7.508311986923218
learn,24,10000024,201,6160,-152.92719000000028,76083.17910447762,48221.0,231405.0,76083.17910447775,4569418.0,79.0782790184021
srtf,25,10000025,201,3895,-216.91177999999982,107916.30845771145,39849.0,454901.0,107916.30845771135,5268844.0,4.255000829696655
learn,25,10000025,201,5897,-89.41901,44487.069651741294,37219.0,104415.0,44487.069651741294,4978132.0,71.65531992912292
srtf,26,10000026,201,3645,-496.53491999999983,247032.2985074627,39909.0,1374107.0,247032.2985074626,5662688.0,5.682802677154541
learn,26,10000026,201,5882,-153.56479000000007,76400.39303482587,45685.0,235981.0,76400.3930348259,4846866.0,74.11849975585938
srtf,27,10000027,201,3701,-332.38392000000005,165365.1343283582,35852.0,766174.0,165365.13432835822,5534457.0,5.048013210296631
learn,27,10000027,201,5514,-101.34293000000001,50419.36815920398,38790.0,123185.0,50419.36815920399,5039752.0,68.29681992530823
srtf,28,10000028,201,3997,-621.0189999999988,308964.67661691544,43448.0,2067688.0,308964.6766169148,6559359.0,7.747159242630005
learn,28,10000028,201,6353,-154.78372000000007,77006.82587064676,52670.0,215516.0,77006.8258706468,5108629.0,81.15563774108887
srtf,29,10000029,201,3678,-279.46639999999985,139038.00995024876,41069.0,740766.0,139038.00995024867,5617804.0,4.427192687988281
learn,29,10000029,201,5699,-126.05521999999975,62714.03980099502,44737.0,181980.0,62714.039800994906,5133761.0,70.45345067977905
