scheme,exp,seed,num_jobs,decision_steps,total_reward,mean_jct,median_jct,p95_jct,reward_implied_mean_jct,makespan,elapsed_seconds
learn,16,10000016,201,5650,-96.90288000000015,48210.388059701494,37112.0,116184.0,48210.38805970157,5012581.0,18.45345640182495
srtf,17,10000017,201,3684,-310.58868000000064,154521.73134328358,41930.0,822225.0,154521.7313432839,5934991.0,4.856378793716431
learn,17,10000017,201,5648,-114.66349999999996,57046.517412935325,41987.0,146064.0,57046.5174129353,5222627.0,18.85515522956848
srtf,18,10000018,201,3665,-566.574860000001,281878.03980099503,46879.0,1805637.0,281878.0398009955,6079206.0,7.080885171890259
learn,18,10000018,201,5957,-137.74347000000006,68529.0895522388,47029.0,187317.0,68529.08955223883,5091783.0,20.238751888275146
srtf,19,10000019,201,3786,-598.4167499999992,297719.77611940296,42693.0,1835108.0,297719.77611940255,5703782.0,7.3461949825286865
learn,19,10000019,201,5829,-126.0806500000003,62726.69154228856,44947.0,180201.0,62726.6915422887,4607037.0,20.01730251312256
srtf,20,10000020,201,3688,-285.1775799999995,141879.39303482586,43849.0,676446.0,141879.39303482563,5373640.0,4.968656063079834
learn,20,10000020,201,5658,-106.56089000000006,53015.36815920398,40736.0,139681.0,53015.36815920401,4934034.0,18.66373085975647
srtf,21,10000021,201,3551,-326.8720999999998,162622.93532338308,43211.0,817991.0,162622.935323383,6022143.0,4.313155174255371
learn,21,10000021,201,5595,-138.35177999999985,68831.73134328358,46400.0,186923.0,68831.7313432835,5363603.0,19.53258752822876
srtf,22,10000022,201,3740,-632.2728399999999,314563.60199004976,53007.0,1974370.0,314563.6019900497,6154955.0,6.6994102001190186
learn,22,10000022,201,6084,-157.09650000000016,78157.46268656716,57265.0,194026.0,78157.46268656725,4659352.0,21.520713090896606
srtf,23,10000023,201,3814,-247.3361099999997,123052.79104477612,38459.0,532290.0,123052.79104477596,5551582.0,4.29543399810791
learn,23,10000023,201,5746,-99.56806999999995,49536.35323383084,38879.0,130404.0,49536.35323383082,5547409.0,19.30975079536438
srtf,24,10000024,201,3927,-652.4523100000011,324603.1393034826,50467.0,2206440.0,324603.1393034831,6082268.0,7.289525985717773
learn,24,10000024,201,6162,-154.4244799999998,76828.09950248756,48696.0,231006.0,76828.09950248746,4570394.0,21.877530574798584
srtf,25,10000025,201,3912,-207.85398000000012,103409.94029850746,40936.0,397019.0,103409.94029850751,5205763.0,4.055295467376709
learn,25,10000025,201,5880,-88.21131000000018,43886.22388059701,35370.0,100571.0,43886.22388059711,4979002.0,19.340104579925537
srtf,26,10000026,201,3671,-531.1749299999999,264266.1343283582,42824.0,1432361.0,264266.13432835817,5686868.0,6.022202968597412
learn,26,10000026,201,5737,-152.03117000000006,75637.39800995025,45331.0,223200.0,75637.39800995028,4858477.0,20.089431047439575
srtf,27,10000027,201,3688,-326.3083200000009,162342.44776119402,37011.0,794510.0,162342.44776119446,5492669.0,5.07758903503418
learn,27,10000027,201,5541,-98.3597999999998,48935.22388059701,36204.0,112640.0,48935.22388059691,5039794.0,18.443249940872192
srtf,28,10000028,201,3998,-630.6864300000012,313774.3432835821,44396.0,2078789.0,313774.3432835827,6534190.0,7.37818717956543
learn,28,10000028,201,6664,-155.82061999999974,77522.69651741293,53626.0,230086.0,77522.69651741281,5114043.0,23.406301259994507
srtf,29,10000029,201,3666,-285.36346999999967,141971.87562189053,45121.0,742501.0,141971.8756218904,5577824.0,4.522700786590576
learn,29,10000029,201,5604,-125.30313999999984,62339.87064676617,44957.0,181674.0,62339.870646766096,5133381.0,18.795385122299194
