scheme,exp,seed,num_jobs,decision_steps,total_reward,mean_jct,median_jct,p95_jct,reward_implied_mean_jct,makespan,elapsed_seconds
learn,24,10000024,201,7040,-3570.1863258727376,1776212.1024242463,876375.8565319392,6127953.4122357415,1776212.1024242477,9628662.811429165,54.726590156555176
srtf,25,10000025,201,3875,-6314.641903524442,3141612.887325595,1727409.0733562633,8633795.112804027,3141612.887325593,13296226.555941483,20.480034589767456
learn,25,10000025,201,6887,-2597.276021186632,1292177.124968475,650855.8817690497,4994733.916805367,1292177.1249684738,8093909.486033261,46.024917125701904
srtf,26,10000026,201,3664,-6894.878216367439,3430287.6698345486,2549821.797412321,9492807.872161666,3430287.6698345467,13907715.279636633,22.41522240638733
learn,26,10000026,201,6788,-3030.20915977416,1507566.7461562993,665455.1813038657,5459852.4702891,1507566.7461562983,8927853.115009515,49.36324095726013
srtf,27,10000027,201,3664,-6137.604672155944,3053534.66276415,2109006.1046402985,8661356.387185061,3053534.662764151,13334108.206288401,19.776078939437866
learn,27,10000027,201,6623,-2518.20009884944,1252835.8700743516,651398.6760381963,4935233.140957934,1252835.8700743483,8379618.537961509,44.16863012313843
srtf,28,10000028,201,4001,-7115.986072785323,3540291.57850016,1885675.9578505144,10803409.834453871,3540291.5785001605,15526713.036336614,27.60834789276123
learn,28,10000028,201,7224,-3273.7317135783956,1628722.2455613893,805229.360305795,6003035.819986967,1628722.2455613909,10001766.459794974,53.1517436504364
srtf,29,10000029,201,3648,-6306.998721612899,3137810.3092601444,1804194.0440339372,8808538.411585698,3137810.309260149,13701612.645864684,18.541032075881958
learn,29,10000029,201,6936,-2537.647764414097,1262511.3255791506,606197.5856338404,5090728.973574367,1262511.3255791527,8726178.95230144,44.419819355010986
